customer_id,age,city,segment,signup_date,acquisition_channel,plan_type,has_mobile_app
999aeaf7,24,Guadalajara,low,2024-01-21,ads,pro,1
e3396e49,47,Guadalajara,mid,2024-02-29,organic,basic,1
5c8f9645,27,Querétaro,mid,2024-04-15,referral,plus,1
50bb9b8f,69,Edomex,mid,2024-11-07,organic,basic,1
212d3c17,62,Monterrey,mid,2024-02-22,ads,plus,1
2fd3d095,54,Guadalajara,mid,2024-06-21,market_stand,pro,0
674ee7ff,56,CDMX,mid,2024-07-15,social,basic,0
6194049f,48,CDMX,high,2024-02-17,ads,basic,0
c612f7df,21,Edomex,low,2024-01-16,organic,basic,0
141b42d3,38,CDMX,low,2024-02-13,ads,plus,1
d7033ae2,43,Edomex,low,2024-01-21,ads,plus,0
2e876bba,65,Edomex,mid,2024-07-02,market_stand,plus,1
a5a3b5d2,29,Guadalajara,mid,2024-12-08,market_stand,basic,1
dee90cf0,43,CDMX,low,2024-05-09,ads,basic,1
fd3eda74,35,Monterrey,high,2024-04-03,market_stand,pro,1
a3dad071,24,Edomex,high,2024-03-26,ads,plus,1
6f0c061f,23,Guadalajara,low,2024-12-25,ads,basic,1
f274d679,36,CDMX,low,2024-12-16,social,basic,1
2fe871e8,22,Edomex,low,2024-08-25,organic,basic,1
5d58159d,21,CDMX,low,2024-06-18,ads,plus,1
4b974513,36,Guadalajara,high,2024-02-28,market_stand,plus,1
014e0560,28,CDMX,mid,2024-12-05,ads,plus,1
504c719b,46,Querétaro,low,2024-01-01,ads,plus,1
1d10b8f8,18,CDMX,low,2024-03-01,organic,pro,1
6cd9331e,33,Edomex,low,2024-09-05,ads,basic,1
c9277981,41,CDMX,low,2024-03-08,ads,basic,1
25c03fa6,68,Guadalajara,low,2024-02-09,ads,basic,0
773b30b8,50,Edomex,mid,2024-08-06,ads,pro,0
448f7761,63,Edomex,mid,2024-01-10,ads,plus,1
35a41820,35,CDMX,high,2024-04-08,referral,basic,0
98940046,41,CDMX,low,2024-08-23,market_stand,plus,1
672dbf36,39,CDMX,mid,2024-03-08,referral,basic,1
1a80b636,64,Querétaro,low,2024-10-04,referral,basic,1
c7f4ec15,67,Edomex,low,2024-02-04,market_stand,plus,1
d7b7855a,68,CDMX,high,2024-08-12,organic,pro,1
1c0f3e7f,57,Querétaro,mid,2024-01-28,ads,basic,1
0936de63,44,CDMX,low,2024-09-24,organic,basic,1
4d7f2019,46,Edomex,low,2024-10-02,ads,pro,1
1be9e9e0,68,Guadalajara,mid,2024-10-17,social,plus,1
f2652a85,32,Puebla,high,2024-04-13,ads,plus,0
9100b6c7,36,Guadalajara,mid,2024-03-27,market_stand,basic,1
b345e342,64,Edomex,low,2024-12-24,organic,basic,1
55118e15,38,Querétaro,low,2024-09-23,ads,basic,1
09055b32,30,CDMX,low,2024-03-08,ads,basic,1
d80da43f,47,Querétaro,low,2024-01-11,organic,plus,1
89761d4a,34,Puebla,mid,2024-05-09,ads,plus,1
9b3588f4,64,Querétaro,mid,2024-08-31,referral,plus,1
5767733f,65,CDMX,low,2024-05-17,ads,basic,1
ec3fd3a2,33,CDMX,mid,2024-10-22,market_stand,basic,1
05d79547,45,Guadalajara,mid,2024-07-02,social,plus,1
48334f67,69,Edomex,mid,2024-12-28,ads,basic,1
a13722f1,56,Edomex,low,2024-11-14,social,basic,1
e49878b4,29,Querétaro,low,2024-06-21,organic,basic,1
1d1bee74,48,Guadalajara,low,2024-11-01,ads,basic,1
b63e17ce,50,CDMX,low,2024-06-13,ads,basic,1
be9f618d,51,Edomex,low,2024-01-04,referral,basic,1
a8305f07,19,CDMX,low,2024-04-22,ads,pro,1
2541e9b1,33,CDMX,low,2024-05-29,referral,basic,1
1123da80,62,CDMX,low,2024-12-23,market_stand,plus,1
5f56b97c,30,Monterrey,high,2024-10-30,ads,plus,1
044dffac,33,Guadalajara,mid,2024-02-23,market_stand,basic,1
15a3a150,34,Edomex,low,2024-01-01,referral,basic,1
211a5e46,27,Edomex,high,2024-07-12,ads,basic,1
252a6fa9,26,Guadalajara,low,2024-07-14,ads,basic,1
e7616c0c,36,Monterrey,low,2024-09-26,ads,basic,1
394e7021,63,Puebla,mid,2024-04-04,ads,pro,1
b19e1623,18,Edomex,low,2024-10-24,market_stand,basic,1
84f262d5,32,Monterrey,low,2024-05-31,ads,basic,1
b28e49f7,21,Edomex,low,2024-05-02,organic,pro,1
fe8b35e0,47,Edomex,mid,2024-06-02,market_stand,plus,1
1e1c3168,31,Puebla,mid,2024-12-11,referral,plus,1
4b7b6542,59,Edomex,low,2024-05-23,social,basic,1
5809b114,48,Edomex,low,2024-07-24,ads,pro,1
3a1eb46d,58,CDMX,low,2024-11-22,referral,plus,1
7704ee6a,51,Edomex,mid,2024-01-07,ads,plus,1
53d35723,40,Edomex,low,2024-07-15,referral,plus,0
8b1eb2df,62,Guadalajara,high,2024-09-16,ads,basic,1
ace4ffff,42,Edomex,mid,2024-11-26,organic,pro,0
3602da39,67,CDMX,low,2024-01-23,social,pro,0
5558f591,69,Puebla,mid,2024-09-22,market_stand,plus,1
ca31e82b,48,CDMX,low,2024-10-20,referral,basic,1
e9711766,53,Querétaro,low,2024-05-08,ads,plus,1
d0387a97,31,CDMX,low,2024-09-30,market_stand,basic,1
43ddf61e,60,Edomex,low,2024-06-29,organic,plus,1
6f84d852,52,Edomex,mid,2024-08-28,ads,basic,1
4a35f5e9,64,Monterrey,high,2024-05-22,organic,plus,1
1d643758,31,CDMX,low,2024-03-05,organic,pro,1
86cd958a,58,Puebla,low,2024-10-30,organic,basic,1
caa8169d,42,Edomex,mid,2024-03-20,market_stand,plus,1
14098f13,27,Edomex,low,2024-03-09,organic,pro,1
b491342a,26,Edomex,low,2024-11-20,market_stand,basic,1
77cf961c,47,CDMX,high,2024-12-08,social,basic,1
5d323e9d,34,Edomex,mid,2024-08-11,organic,basic,1
31a8551f,23,CDMX,high,2024-07-31,market_stand,plus,1
fe7cb087,40,CDMX,low,2024-05-12,ads,basic,0
95054c5a,51,Guadalajara,low,2024-08-11,social,basic,1
d337b100,34,Edomex,low,2024-08-10,ads,basic,1
efd43388,67,CDMX,high,2024-07-08,ads,basic,0
89237cc5,58,CDMX,low,2024-08-27,ads,basic,0
f4c009b2,44,CDMX,low,2024-07-21,social,plus,1
c18b10c6,66,CDMX,low,2024-11-17,organic,basic,1
c50e8ed2,40,Guadalajara,mid,2024-09-01,market_stand,plus,0
cc257990,25,CDMX,mid,2024-05-20,organic,plus,1
fb879686,19,Puebla,mid,2024-08-27,referral,pro,0
515265e4,66,CDMX,low,2024-03-25,ads,basic,1
03e3fe16,67,CDMX,mid,2024-03-19,organic,plus,1
cec706a8,56,Puebla,low,2024-10-29,organic,plus,1
3f713260,23,CDMX,low,2024-08-01,ads,basic,1
ef6245fb,33,Edomex,low,2024-01-20,market_stand,basic,1
ef32a539,20,Querétaro,mid,2024-05-09,market_stand,basic,1
8868c4d4,20,Querétaro,low,2024-12-26,organic,plus,0
fbfe2d3e,30,Guadalajara,high,2024-08-21,ads,basic,0
14b3d68a,47,CDMX,low,2024-11-13,organic,pro,1
b460803f,21,Edomex,low,2024-07-19,market_stand,plus,0
596ed0f9,69,Querétaro,mid,2024-01-16,market_stand,plus,1
354dc6c9,41,Querétaro,mid,2024-03-06,market_stand,pro,1
e2e21455,31,CDMX,low,2024-02-03,market_stand,plus,1
2ef5d835,44,Edomex,mid,2024-09-25,ads,basic,1
b087fcfe,59,CDMX,low,2024-10-03,ads,basic,1
b29719f2,34,CDMX,low,2024-06-16,market_stand,plus,1
40ce173f,20,Guadalajara,mid,2024-09-22,organic,basic,0
62758f04,20,CDMX,mid,2024-07-20,organic,pro,1
fc918310,62,CDMX,low,2024-09-27,ads,basic,1
f5a72712,23,CDMX,low,2024-09-03,market_stand,basic,1
8e8492ef,51,Edomex,mid,2024-06-15,referral,plus,1
5fb41444,37,CDMX,low,2024-08-26,social,plus,1
cfa7d0e1,58,Edomex,high,2024-04-26,ads,pro,0
8bd5d403,21,CDMX,mid,2024-10-01,ads,basic,1
2ffc1996,64,Querétaro,high,2024-11-30,ads,basic,0
83d16412,54,CDMX,low,2024-03-16,market_stand,plus,1
554704cc,41,Edomex,mid,2024-09-01,organic,pro,0
46532428,28,CDMX,low,2024-02-10,social,basic,1
f3c2e229,68,CDMX,low,2024-05-18,ads,plus,1
ce6ac5d8,33,CDMX,low,2024-09-01,market_stand,basic,1
b04bff91,43,CDMX,low,2024-04-11,market_stand,plus,1
ef52ffff,38,CDMX,high,2024-03-27,ads,basic,1
0acccfc5,29,Edomex,mid,2024-05-20,market_stand,pro,1
91c56f19,39,Guadalajara,mid,2024-02-11,ads,basic,1
b0996f7b,25,CDMX,mid,2024-08-16,market_stand,plus,1
8166096e,18,Edomex,mid,2024-02-18,market_stand,plus,1
8850abe8,33,Edomex,mid,2024-05-01,referral,basic,1
b1ae2b8c,23,CDMX,mid,2024-04-24,organic,basic,1
dbba96fc,39,Edomex,mid,2024-12-20,social,plus,0
68795224,62,CDMX,mid,2024-12-28,social,plus,0
9507d787,26,CDMX,low,2024-01-30,referral,plus,1
12ce11b0,18,Edomex,high,2024-02-27,social,plus,1
46ca6b2f,23,Querétaro,low,2024-09-24,ads,basic,1
4e27e1ad,44,Querétaro,low,2024-04-19,ads,pro,0
b8fb8fb4,32,Querétaro,high,2024-08-23,ads,basic,0
50d0c314,43,Edomex,low,2024-12-02,organic,plus,1
ba6ca3e9,19,CDMX,low,2024-02-29,ads,pro,0
8b1e0798,35,CDMX,low,2024-12-18,referral,pro,1
13b0ee19,39,CDMX,low,2024-01-20,organic,basic,1
6db046c6,40,CDMX,high,2024-03-24,ads,basic,1
5b3dbd07,46,CDMX,mid,2024-07-04,market_stand,plus,1
07b43b43,58,Edomex,low,2024-11-18,market_stand,basic,1
4b9e0c79,42,CDMX,high,2024-07-21,social,plus,1
267050b6,61,CDMX,mid,2024-02-20,ads,basic,1
7fae2e3d,45,Guadalajara,high,2024-04-01,market_stand,basic,1
8e96ff68,31,Edomex,low,2024-10-05,organic,basic,1
d43b88c9,29,Puebla,low,2024-07-24,organic,plus,1
5ee696bb,34,CDMX,low,2024-01-05,market_stand,plus,0
866bc5dd,49,Edomex,low,2024-07-02,ads,basic,1
9b1054bf,30,CDMX,mid,2024-05-28,market_stand,basic,1
f01d6e1e,65,Edomex,low,2024-01-01,ads,basic,1
5c825059,42,CDMX,mid,2024-03-31,organic,plus,1
34edfb07,62,CDMX,mid,2024-12-08,ads,plus,1
7fd3490c,53,Guadalajara,low,2024-09-14,organic,pro,1
9fc5abdb,35,CDMX,low,2024-01-26,ads,pro,1
113129c2,29,CDMX,mid,2024-01-06,organic,basic,1
75ce4c2c,56,Querétaro,high,2024-05-06,ads,pro,1
4bee0849,35,CDMX,low,2024-06-19,market_stand,basic,1
d0f70a08,30,Edomex,high,2024-06-14,organic,plus,1
4323538c,66,Edomex,mid,2024-09-12,referral,basic,0
c59af2a3,43,CDMX,mid,2024-03-04,referral,plus,1
b4b94990,20,Edomex,low,2024-01-18,ads,plus,0
86667e14,43,CDMX,mid,2024-09-03,ads,basic,1
49a21d19,41,Monterrey,mid,2024-11-24,referral,pro,1
3656efbb,62,CDMX,low,2024-03-02,market_stand,pro,1
5f6c8145,55,CDMX,high,2024-05-12,organic,pro,1
562c51cb,27,CDMX,high,2024-08-17,market_stand,basic,1
8597b329,25,Puebla,low,2024-03-01,organic,pro,1
6d4684ca,49,Monterrey,mid,2024-11-10,ads,plus,0
7ef74417,20,Querétaro,mid,2024-03-23,ads,plus,1
30a8dc9d,34,Guadalajara,mid,2024-07-13,organic,basic,0
1b9e060d,25,Guadalajara,mid,2024-05-04,organic,plus,1
a148bf22,19,Edomex,low,2024-09-01,organic,plus,1
ad7c88f1,65,Puebla,low,2024-03-13,organic,plus,1
c647198c,22,Edomex,low,2024-02-05,referral,pro,1
1b0955e4,18,Edomex,high,2024-07-05,organic,basic,1
c4a6e730,66,Guadalajara,low,2024-11-12,market_stand,plus,1
6334e30a,27,Edomex,high,2024-08-19,market_stand,basic,1
bf3d7c09,60,CDMX,low,2024-10-03,ads,basic,1
d2652c5e,19,Edomex,low,2024-06-07,organic,basic,0
34d22f73,25,CDMX,high,2024-02-21,ads,basic,1
d86b5320,23,Puebla,mid,2024-06-05,market_stand,basic,1
c3a5b839,54,Edomex,low,2024-12-27,ads,basic,1
a16ca042,50,Monterrey,low,2024-10-13,organic,basic,0
2801d34c,42,Edomex,low,2024-09-14,social,plus,1
28a2c6b3,30,Monterrey,low,2024-04-20,ads,basic,1
546c155a,22,CDMX,low,2024-08-07,ads,basic,1
3323a8c8,47,Querétaro,mid,2024-08-15,market_stand,basic,1
39021ae7,29,Edomex,low,2024-08-27,social,basic,1
24677ad2,48,CDMX,low,2024-11-22,ads,basic,1
a379d764,53,CDMX,low,2024-09-06,ads,pro,1
40519cb2,62,CDMX,low,2024-03-22,ads,plus,1
cf4ba17b,43,Edomex,high,2024-03-22,organic,basic,1
11f1f21d,18,Guadalajara,low,2024-08-14,ads,basic,1
533d0d41,32,Querétaro,low,2024-11-13,organic,basic,1
dcebbd9e,62,Guadalajara,mid,2024-12-12,referral,plus,1
33a491c9,45,Edomex,high,2024-08-11,market_stand,pro,1
6365347d,50,Edomex,mid,2024-07-12,social,basic,1
1c9d680c,41,Monterrey,mid,2024-10-25,market_stand,basic,0
fab88cb3,26,Puebla,high,2024-12-23,organic,plus,1
6155e95f,64,CDMX,mid,2024-01-11,organic,basic,1
1eeb8718,58,Querétaro,high,2024-04-23,ads,basic,1
d04bac32,69,Edomex,low,2024-05-02,ads,plus,1
4b0b1c6a,62,Monterrey,mid,2024-07-25,organic,plus,1
6ee6ffd0,33,Querétaro,high,2024-04-17,market_stand,basic,1
fcdf9554,31,Guadalajara,high,2024-04-23,ads,plus,1
688c9280,30,CDMX,low,2024-01-09,organic,basic,0
1b827125,65,Edomex,mid,2024-01-02,ads,basic,1
904d7909,46,CDMX,low,2024-06-13,social,plus,1
40459683,41,Monterrey,mid,2024-12-31,referral,plus,0
17bad314,68,CDMX,low,2024-04-18,organic,plus,0
0e7b0ba7,49,Guadalajara,mid,2024-03-28,ads,plus,1
9fa539b7,65,Puebla,mid,2024-04-06,social,plus,1
be2bbf9f,69,CDMX,low,2024-12-22,organic,pro,0
5d509ece,22,Edomex,low,2024-08-30,referral,plus,1
770317c4,36,Guadalajara,low,2024-08-27,market_stand,basic,0
8a115a70,56,Edomex,mid,2024-03-10,market_stand,plus,0
f79c78b0,60,CDMX,mid,2024-11-26,organic,basic,1
1b428a2f,25,CDMX,mid,2024-03-12,social,plus,1
85b4ec8c,34,Edomex,low,2024-12-19,ads,basic,1
e6a5a7fe,46,Guadalajara,mid,2024-12-14,organic,basic,1
0964045e,59,Edomex,mid,2024-07-26,organic,plus,1
bd15afb8,23,CDMX,low,2024-11-13,ads,plus,1
0e2fca64,49,Edomex,low,2024-12-31,organic,basic,1
1b7f6d37,33,Edomex,low,2024-07-31,market_stand,basic,1
0318d0b2,29,CDMX,low,2024-10-07,market_stand,plus,1
2d977828,44,Monterrey,low,2024-08-04,organic,pro,0
1e289b25,39,CDMX,low,2024-07-10,market_stand,basic,0
895aa5be,51,Edomex,low,2024-05-02,social,basic,0
26df16c0,34,Querétaro,low,2024-08-27,organic,basic,1
a99347eb,60,Edomex,low,2024-04-07,market_stand,basic,1
13502b82,22,Guadalajara,mid,2024-03-12,social,basic,0
f730af9d,62,CDMX,mid,2024-04-10,market_stand,pro,0
50f04052,19,CDMX,low,2024-01-05,ads,basic,1
7e18ddc7,56,CDMX,mid,2024-12-07,market_stand,basic,1
d2639eb0,36,Monterrey,mid,2024-04-03,market_stand,basic,0
6e004de7,37,Monterrey,low,2024-10-19,ads,basic,1
ded338de,18,CDMX,low,2024-06-08,organic,basic,1
92eca984,54,CDMX,low,2024-05-04,ads,basic,1
fc4c2152,26,CDMX,mid,2024-03-24,ads,basic,1
e69f0847,52,Edomex,low,2024-10-27,ads,plus,1
283d24c3,55,Guadalajara,low,2024-07-07,organic,basic,1
6e4e458f,61,Guadalajara,mid,2024-06-13,market_stand,plus,1
944d315a,54,Puebla,high,2024-08-28,market_stand,pro,1
ea0d99d4,33,CDMX,low,2024-10-20,ads,basic,1
10b6a2af,56,Guadalajara,mid,2024-08-28,organic,basic,1
7398524d,60,Edomex,low,2024-06-20,organic,pro,1
98b38e6e,34,CDMX,mid,2024-11-23,organic,basic,0
bbba06ec,24,Puebla,mid,2024-11-23,referral,basic,0
9a71b5ef,64,CDMX,mid,2024-12-19,organic,plus,1
74c81000,25,Guadalajara,low,2024-02-03,social,plus,0
6d2e0766,48,Monterrey,low,2024-11-21,ads,pro,1
ab8e8d02,30,Puebla,mid,2024-03-11,organic,basic,1
3d708863,24,Edomex,low,2024-08-14,market_stand,basic,1
4f6d0fd2,58,CDMX,high,2024-08-28,ads,basic,0
7c4634dd,25,Monterrey,low,2024-03-16,ads,basic,1
98f43038,52,Monterrey,low,2024-01-03,organic,basic,0
75893769,54,Edomex,low,2024-12-11,referral,basic,0
c2adf405,21,Monterrey,low,2024-11-22,ads,basic,1
3a053af3,26,CDMX,mid,2024-03-04,market_stand,basic,0
b1c56434,59,Edomex,low,2024-08-08,referral,basic,1
c3149665,44,Puebla,mid,2024-02-25,market_stand,basic,1
ba7641a5,24,CDMX,mid,2024-07-26,referral,plus,1
8da5f45b,69,Edomex,high,2024-04-26,market_stand,basic,1
180315e8,31,Querétaro,mid,2024-10-02,referral,plus,1
8ce15b16,18,Monterrey,high,2024-07-28,ads,basic,1
8b71c402,66,Puebla,high,2024-07-01,referral,basic,1
736320db,18,Edomex,low,2024-09-06,referral,pro,1
32aa127c,46,Querétaro,high,2024-06-23,organic,pro,0
6f5f9344,69,CDMX,high,2024-01-05,referral,basic,0
90b99c77,48,Edomex,low,2024-08-06,ads,basic,0
f7bdf22d,48,Edomex,mid,2024-10-11,ads,pro,1
d938fad3,38,Monterrey,low,2024-06-28,organic,basic,0
85f4ece3,24,Puebla,mid,2024-03-05,organic,basic,1
1c0162ee,47,Monterrey,low,2024-01-03,organic,basic,0
f574b4f9,64,Guadalajara,mid,2024-04-18,organic,basic,0
4351f04b,22,Edomex,low,2024-10-08,organic,plus,1
12e9da7d,63,Edomex,mid,2024-04-27,organic,plus,1
6cca00d9,39,Edomex,low,2024-12-15,referral,basic,0
0905626b,45,CDMX,mid,2024-05-01,ads,basic,1
58f8478a,26,Edomex,low,2024-06-05,social,basic,1
a393e61f,50,Puebla,mid,2024-10-05,market_stand,plus,1
d1ba6da4,27,Guadalajara,low,2024-08-12,organic,pro,1
5147088e,32,Monterrey,low,2024-01-15,ads,basic,1
0ff69a3c,55,Edomex,low,2024-01-28,ads,plus,1
b3af1d95,20,Edomex,high,2024-03-12,ads,basic,1
87cbe4b6,41,CDMX,low,2024-11-15,ads,plus,0
047a51b9,48,Edomex,mid,2024-01-09,referral,basic,1
0def0710,24,Edomex,low,2024-01-27,referral,basic,1
b82c98cb,33,CDMX,mid,2024-10-11,ads,basic,1
ecc89c13,35,CDMX,low,2024-08-15,market_stand,plus,0
fcfd8050,52,Guadalajara,low,2024-12-26,ads,basic,1
088f10a6,68,Edomex,low,2024-03-21,market_stand,basic,1
74ab431e,61,Edomex,low,2024-08-29,social,pro,1
dcd5d9ce,27,CDMX,low,2024-02-19,ads,plus,1
21fea8ce,18,Edomex,low,2024-08-03,market_stand,basic,1
e8784755,20,Edomex,mid,2024-02-08,market_stand,basic,1
3f35842b,48,Edomex,high,2024-11-28,ads,plus,0
6cdcdb6b,26,Edomex,low,2024-06-01,organic,basic,1
06f0a5af,30,CDMX,high,2024-04-03,market_stand,basic,1
15176de4,62,Puebla,low,2024-12-26,ads,basic,1
9375fb47,63,CDMX,low,2024-01-25,organic,basic,1
faa95bcf,61,Edomex,low,2024-10-19,referral,plus,1
28a2e3cf,31,CDMX,low,2024-07-05,ads,plus,1
5fc99607,50,Edomex,low,2024-09-08,organic,basic,1
0a02264c,49,CDMX,high,2024-04-05,social,pro,1
24a855c0,27,Puebla,mid,2024-11-18,organic,plus,1
5fc41bb2,46,Edomex,mid,2024-06-14,ads,plus,1
be5e94f3,45,Guadalajara,low,2024-06-02,referral,basic,1
faf951c2,38,CDMX,low,2024-06-16,organic,basic,1
bbf070ad,57,CDMX,mid,2024-04-18,market_stand,plus,0
f46b61ed,53,Edomex,low,2024-04-26,referral,plus,1
7396520b,45,Edomex,low,2024-02-21,ads,basic,0
327fb503,55,Edomex,low,2024-06-26,ads,basic,1
3d50abf8,57,Querétaro,low,2024-06-22,social,basic,1
fe4cc9c9,47,Guadalajara,mid,2024-05-19,social,basic,1
e6ea1fcc,31,Querétaro,low,2024-12-26,organic,basic,1
694dae09,57,CDMX,low,2024-02-11,ads,basic,1
f6be0a77,55,Monterrey,high,2024-11-29,ads,basic,1
bad293f4,69,Edomex,high,2024-11-13,social,pro,1
60d86859,25,Guadalajara,low,2024-01-09,market_stand,plus,0
9234e89f,39,Querétaro,low,2024-09-13,ads,basic,1
e1184450,66,Guadalajara,mid,2024-03-17,market_stand,basic,0
b0f7f023,44,Puebla,low,2024-01-16,ads,basic,1
81795aff,67,Monterrey,low,2024-11-11,ads,basic,1
c3bd6c13,18,CDMX,low,2024-02-12,referral,plus,1
1cb2e4be,19,Guadalajara,low,2024-04-19,ads,basic,1
5d3a06fc,59,Edomex,high,2024-02-05,referral,pro,1
1bedb803,36,Puebla,mid,2024-02-21,ads,basic,1
d32460d6,45,Monterrey,high,2024-01-23,market_stand,pro,1
47517fb7,40,CDMX,mid,2024-11-04,social,plus,1
e5cf950f,39,CDMX,mid,2024-01-22,ads,plus,1
220ca7d5,66,CDMX,mid,2024-10-04,ads,pro,1
ca5daca6,22,Edomex,mid,2024-02-27,market_stand,basic,1
7e4713d1,58,CDMX,low,2024-11-30,organic,basic,1
b33c2494,64,Monterrey,low,2024-11-06,market_stand,basic,1
de31edf8,52,Edomex,mid,2024-08-18,referral,plus,1
6e129b1c,38,Monterrey,low,2024-10-30,organic,pro,1
d150cb13,26,CDMX,low,2024-04-19,market_stand,basic,1
1f316884,53,Edomex,low,2024-10-13,ads,plus,1
ade20ddb,42,CDMX,mid,2024-03-22,organic,basic,0
59d7f095,25,Puebla,low,2024-08-12,organic,basic,1
60e92178,36,CDMX,low,2024-12-02,market_stand,plus,1
fbed56b8,68,CDMX,low,2024-09-21,social,basic,1
134374dd,31,CDMX,low,2024-04-08,ads,basic,0
631ed05a,27,Monterrey,high,2024-09-27,organic,plus,0
1b60d839,53,CDMX,low,2024-11-19,organic,basic,1
d2ecb8ce,28,Guadalajara,low,2024-11-21,referral,basic,1
9f5f0b4d,65,Monterrey,low,2024-09-27,ads,basic,1
08268315,62,Monterrey,mid,2024-09-25,ads,basic,1
d3d39212,69,CDMX,mid,2024-10-14,ads,plus,1
a9800480,65,CDMX,low,2024-09-26,ads,pro,1
bc4bc228,30,Edomex,low,2024-02-18,referral,basic,1
ef6cff40,29,CDMX,mid,2024-10-21,ads,plus,1
fdcd84cc,35,Guadalajara,high,2024-03-06,organic,plus,0
49320aac,42,Edomex,low,2024-07-22,ads,plus,1
a7ec74f5,63,Edomex,low,2024-05-04,ads,plus,1
0e55ff60,56,CDMX,low,2024-03-18,ads,basic,1
f1a0788e,51,Edomex,low,2024-04-13,organic,plus,1
16eb6f0e,63,CDMX,mid,2024-01-31,organic,basic,0
56b76e06,51,Guadalajara,high,2024-06-09,ads,basic,1
055e1e8e,37,CDMX,high,2024-06-02,ads,basic,0
4ab8d89e,39,Querétaro,mid,2024-05-27,referral,basic,1
b9ed9da4,44,Guadalajara,low,2024-02-03,ads,basic,1
9975449a,22,CDMX,high,2024-08-10,organic,pro,1
23fc5e6d,56,CDMX,low,2024-03-02,referral,basic,0
84e1e67c,51,CDMX,low,2024-11-09,ads,basic,1
c3a9dee4,56,CDMX,mid,2024-01-09,organic,pro,0
2f1e236a,45,CDMX,low,2024-01-21,market_stand,basic,1
f10ab4d4,58,Puebla,mid,2024-04-19,ads,basic,1
a4543b49,67,Guadalajara,high,2024-05-29,social,plus,1
89bb6ade,47,CDMX,mid,2024-12-21,organic,pro,1
41224a74,41,Edomex,mid,2024-07-11,market_stand,plus,1
86b421f9,23,CDMX,low,2024-05-18,market_stand,basic,1
d3047e17,58,Querétaro,low,2024-11-02,organic,basic,1
a03c3297,65,CDMX,mid,2024-03-29,ads,plus,1
afaeb7ab,54,Monterrey,mid,2024-11-24,referral,pro,1
8edd2ed7,63,Monterrey,high,2024-05-27,ads,basic,1
47c6277f,62,CDMX,low,2024-04-24,ads,pro,1
379f75ea,59,CDMX,low,2024-04-20,social,plus,1
f3bff4b1,44,Edomex,low,2024-01-04,market_stand,basic,1
de34ba4a,23,Puebla,mid,2024-09-03,social,basic,1
1560f535,18,Edomex,mid,2024-07-30,market_stand,basic,1
f31e20e8,28,Guadalajara,high,2024-08-20,market_stand,pro,0
a37d5ae2,40,Monterrey,low,2024-08-26,market_stand,basic,1
375d5270,56,Monterrey,low,2024-01-11,referral,plus,1
7f827f29,41,Edomex,low,2024-11-17,market_stand,basic,0
99a8289c,19,Edomex,low,2024-07-06,referral,plus,1
f39c2dfa,28,Guadalajara,low,2024-09-10,organic,basic,1
413deacb,68,CDMX,mid,2024-01-14,referral,pro,0
4c575979,69,Puebla,low,2024-10-05,organic,basic,1
0e472085,37,CDMX,low,2024-09-04,social,plus,1
ea440f0c,59,CDMX,mid,2024-05-14,referral,plus,0
771b80c0,55,Monterrey,mid,2024-12-08,referral,basic,0
908560c4,66,CDMX,low,2024-08-26,organic,pro,1
a579ad12,64,CDMX,low,2024-11-28,ads,basic,1
d806fee5,50,CDMX,mid,2024-10-27,ads,pro,1
31e62085,38,Edomex,mid,2024-03-16,referral,basic,1
4cbd95cd,50,Puebla,mid,2024-12-30,referral,plus,0
fe0a7efe,34,CDMX,low,2024-09-28,ads,pro,1
32a408b7,36,CDMX,mid,2024-03-10,ads,pro,0
be0c369f,49,Edomex,high,2024-10-17,ads,basic,1
504640ad,47,Querétaro,low,2024-06-06,ads,basic,1
6b812d2f,48,CDMX,low,2024-11-12,market_stand,plus,0
f1d0dad4,38,Querétaro,high,2024-03-04,market_stand,basic,1
5c477d8b,39,Puebla,low,2024-04-05,market_stand,pro,1
8c51bfde,18,CDMX,mid,2024-05-07,ads,basic,1
2d39b931,49,Monterrey,high,2024-06-14,organic,basic,1
177af958,47,Guadalajara,low,2024-08-19,social,plus,0
c93b3f8c,66,Edomex,mid,2024-03-22,social,basic,1
c2003d7b,44,Edomex,low,2024-09-15,organic,basic,1
46abf71f,42,Monterrey,high,2024-01-09,referral,basic,1
687c5b2d,21,Monterrey,high,2024-05-01,ads,pro,1
826a150b,28,Monterrey,high,2024-08-29,organic,plus,1
a9055aed,35,Querétaro,low,2024-04-06,social,pro,1
f3385af0,37,Edomex,mid,2024-06-06,social,basic,1
091148b5,36,Monterrey,high,2024-08-09,social,basic,1
dee1792e,38,Puebla,mid,2024-03-31,organic,basic,1
6bac64de,57,CDMX,mid,2024-12-18,ads,basic,1
c92f6a9b,24,CDMX,low,2024-11-06,market_stand,basic,0
3a4dfe42,35,Edomex,high,2024-12-21,referral,basic,1
92487eb3,26,Puebla,low,2024-06-30,ads,basic,0
cf7b73aa,34,CDMX,low,2024-05-05,ads,plus,1
1dc7db21,53,Guadalajara,high,2024-12-30,organic,basic,0
ebf84235,20,CDMX,high,2024-09-23,referral,basic,1
3db26e05,35,Edomex,high,2024-10-17,market_stand,basic,1
0cdb7317,19,Guadalajara,low,2024-03-07,organic,basic,1
483e2474,67,CDMX,low,2024-11-14,organic,plus,1
b0dbd041,55,Puebla,low,2024-07-12,ads,plus,1
