order_id,user_id,vendor_id,order_date,order_status,order_total,commission
1960,1027,16,2024-03-06 00:45:30,completed,364.98,54.75
1961,1029,137,2024-04-05 03:08:04,completed,884.95,132.74
1962,1029,136,2024-11-17 09:56:07,cancelled,1042.82,156.42
1963,1030,150,2024-01-07 05:10:18,cancelled,499.88,74.98
1964,1031,85,2024-06-09 06:42:03,completed,1176.82,176.52
1965,1032,132,2024-07-30 23:00:18,completed,877.19,131.58
1966,1034,118,2024-10-08 19:46:19,completed,759.89,113.98
1967,1035,67,2024-04-03 12:58:05,completed,1741.83,261.27
1968,1036,14,2024-12-06 23:50:03,completed,380.16,57.02
1969,1036,139,2024-11-21 08:38:53,completed,233.17,34.98
1970,1036,155,2024-08-08 19:07:07,cancelled,1887.72,283.16
1971,1036,141,2024-01-22 17:25:27,completed,719.82,107.97
1972,1037,37,2024-07-30 14:30:17,completed,1752.0,262.8
1973,1037,101,2024-03-09 03:41:46,completed,1908.92,286.34
1974,1037,15,2024-06-07 00:07:45,cancelled,750.54,112.58
1975,1037,82,2024-07-04 00:09:12,cancelled,924.92,138.74
1976,1037,190,2024-01-30 07:10:40,cancelled,1480.59,222.09
1977,1038,136,2024-11-25 04:17:04,completed,1118.47,167.77
1978,1038,124,2024-01-12 09:30:56,completed,376.28,56.44
1979,1039,153,2024-10-24 16:10:38,cancelled,1702.02,255.3
1980,1040,17,2024-12-12 14:12:48,completed,1072.93,160.94
1981,1040,1,2024-08-10 19:37:42,completed,582.61,87.39
1982,1041,25,2024-05-05 13:56:54,cancelled,166.3,24.95
1983,1042,9,2024-02-26 07:53:30,completed,1210.69,181.6
1984,1042,115,2024-06-07 23:09:51,completed,1929.29,289.39
1985,1043,133,2024-08-13 14:05:24,completed,805.96,120.89
1986,1043,174,2024-10-13 15:55:53,completed,916.32,137.45
1987,1043,181,2024-07-26 08:12:20,cancelled,768.28,115.24
1988,1043,38,2024-10-30 16:42:08,cancelled,542.97,81.45
1989,1043,103,2024-12-27 22:44:10,completed,1294.13,194.12
1990,1043,199,2024-12-07 01:27:23,completed,1190.8,178.62
1991,1044,30,2024-01-14 22:16:43,cancelled,1624.25,243.64
1992,1045,50,2024-12-13 14:20:22,cancelled,1302.68,195.4
1993,1046,180,2024-07-10 13:25:19,completed,807.8,121.17
1994,1047,145,2024-11-04 06:55:34,completed,1318.82,197.82
1995,1047,53,2024-05-08 14:07:20,completed,1791.98,268.8
1996,1047,95,2024-08-14 06:50:29,completed,1345.6,201.84
1997,1048,163,2024-04-26 15:40:41,cancelled,1822.81,273.42
1998,1048,196,2024-10-02 15:09:30,cancelled,1299.9,194.99
1999,1048,165,2024-01-23 09:55:29,cancelled,1759.59,263.94
2000,1048,16,2024-09-22 12:49:31,cancelled,222.85,33.43
2001,1048,50,2024-05-28 17:03:56,completed,1367.03,205.05
2002,1048,112,2024-12-24 03:00:35,cancelled,1718.75,257.81
2003,1049,78,2024-04-19 01:53:12,cancelled,1676.17,251.43
2004,1050,115,2024-03-20 21:29:04,completed,1203.61,180.54
2005,1051,69,2024-12-12 03:36:25,cancelled,332.54,49.88
2006,1053,142,2024-09-02 19:40:52,cancelled,1523.11,228.47
2007,1054,15,2024-06-13 15:32:05,completed,1047.65,157.15
2008,1054,113,2024-09-28 08:52:38,cancelled,748.98,112.35
2009,1055,156,2024-08-10 01:40:15,cancelled,1483.52,222.53
2010,1055,193,2024-07-04 07:24:04,completed,1149.02,172.35
2011,1055,38,2024-06-30 11:28:40,cancelled,1676.25,251.44
2012,1056,199,2024-03-28 21:43:12,cancelled,1386.77,208.02
2013,1056,97,2024-03-14 13:31:01,cancelled,655.31,98.3
2014,1059,129,2024-02-24 20:38:44,completed,430.22,64.53
2015,1059,67,2024-12-26 13:31:21,completed,1332.64,199.9
2016,1059,133,2024-11-12 18:44:36,cancelled,1053.0,157.95
2017,1059,95,2024-10-31 17:25:56,cancelled,332.68,49.9
2018,1059,25,2024-06-17 02:34:50,cancelled,1403.45,210.52
2019,1059,41,2024-05-08 02:29:57,completed,1191.29,178.69
2020,1059,102,2024-07-05 18:33:24,completed,1746.67,262.0
2021,1060,185,2024-08-03 16:45:51,cancelled,1915.61,287.34
2022,1060,126,2024-05-13 14:57:48,completed,406.13,60.92
2023,1060,113,2024-05-11 20:40:06,cancelled,975.5,146.32
2024,1061,161,2024-09-21 09:36:09,cancelled,681.61,102.24
2025,1061,157,2024-04-28 10:40:30,completed,582.26,87.34
2026,1062,185,2024-10-12 20:53:13,cancelled,861.37,129.21
2027,1062,22,2024-08-31 15:22:09,completed,345.79,51.87
2028,1062,184,2024-08-12 14:47:59,completed,1822.47,273.37
2029,1063,190,2024-01-07 20:55:29,completed,624.31,93.65
2030,1063,152,2024-06-29 16:44:12,completed,290.88,43.63
2031,1063,139,2024-08-23 09:54:09,cancelled,208.71,31.31
2032,1064,13,2024-02-27 14:49:34,cancelled,1664.5,249.67
2033,1064,5,2024-11-22 12:30:42,completed,609.0,91.35
2034,1065,133,2024-01-26 12:51:07,completed,1681.18,252.18
2035,1065,56,2024-06-18 08:28:08,completed,842.78,126.42
2036,1066,87,2024-04-11 17:21:08,completed,1845.24,276.79
2037,1067,125,2024-03-15 17:26:12,completed,990.45,148.57
2038,1067,12,2024-01-13 23:26:43,completed,1685.5,252.82
2039,1067,118,2024-11-27 16:32:16,completed,478.13,71.72
2040,1067,157,2024-01-06 00:03:24,completed,557.58,83.64
2041,1068,133,2024-07-05 20:37:58,completed,812.61,121.89
2042,1068,72,2024-04-02 12:34:05,cancelled,1997.81,299.67
2043,1069,148,2024-11-07 04:29:45,cancelled,1302.95,195.44
2044,1070,3,2024-07-30 16:02:29,cancelled,1294.95,194.24
2045,1072,145,2024-09-23 14:27:48,cancelled,717.29,107.59
2046,1073,182,2024-01-24 00:39:04,cancelled,641.33,96.2
2047,1073,146,2024-06-28 04:12:07,cancelled,1825.68,273.85
2048,1073,123,2024-07-08 16:32:33,completed,1340.37,201.06
2049,1073,11,2024-12-10 06:00:31,cancelled,1966.05,294.91
2050,1073,54,2024-01-27 18:31:34,cancelled,438.53,65.78
2051,1074,39,2024-01-23 16:26:05,completed,754.13,113.12
2052,1075,47,2024-05-20 13:03:27,cancelled,1338.25,200.74
2053,1076,180,2024-03-20 21:20:28,completed,1460.79,219.12
2054,1077,34,2024-05-25 11:50:13,cancelled,1797.16,269.57
2055,1077,183,2024-03-04 08:51:29,completed,1183.68,177.55
2056,1078,165,2024-08-01 11:17:36,cancelled,1115.94,167.39
2057,1078,186,2024-04-12 08:03:31,cancelled,1130.48,169.57
2058,1078,49,2024-08-23 03:48:30,cancelled,1421.57,213.24
2059,1079,127,2024-12-13 12:03:26,cancelled,1401.7,210.25
2060,1079,101,2024-12-25 19:25:17,cancelled,1041.38,156.21
2061,1080,194,2024-06-16 19:46:09,cancelled,1669.78,250.47
2062,1080,89,2024-08-05 22:09:22,completed,542.57,81.39
2063,1081,54,2024-12-10 19:54:27,cancelled,181.22,27.18
2064,1082,122,2024-04-05 17:32:50,cancelled,347.24,52.09
2065,1083,129,2024-12-06 15:50:14,completed,1662.35,249.35
2066,1083,145,2024-01-21 08:37:17,cancelled,1706.14,255.92
2067,1084,2,2024-12-09 18:54:29,completed,1479.29,221.89
2068,1084,198,2024-02-27 15:24:15,cancelled,545.56,81.83
2069,1084,147,2024-04-08 15:36:50,completed,1610.57,241.59
2070,1085,20,2024-03-02 02:23:10,completed,370.73,55.61
2071,1086,151,2024-02-17 08:47:34,cancelled,690.47,103.57
2072,1086,96,2024-08-29 20:42:48,completed,554.73,83.21
2073,1086,188,2024-07-22 10:50:31,completed,1674.06,251.11
2074,1087,24,2024-08-28 17:54:52,cancelled,1809.69,271.45
2075,1087,192,2024-12-31 12:10:09,completed,1174.92,176.24
2076,1088,144,2024-06-03 20:16:47,completed,1855.47,278.32
2077,1088,103,2024-01-23 14:14:22,completed,1870.25,280.54
2078,1088,32,2024-11-16 12:31:56,cancelled,1378.86,206.83
2079,1088,34,2024-07-26 20:48:24,completed,164.35,24.65
2080,1088,15,2024-04-01 20:19:10,completed,343.16,51.47
2081,1089,138,2024-01-30 19:53:56,cancelled,545.01,81.75
2082,1090,87,2024-01-22 15:23:04,completed,685.42,102.81
2083,1090,87,2024-12-25 16:47:16,cancelled,534.08,80.11
2084,1091,135,2024-07-05 10:28:02,completed,396.38,59.46
2085,1091,97,2024-11-29 14:49:47,completed,1338.0,200.7
2086,1092,132,2024-10-13 13:02:20,cancelled,348.49,52.27
2087,1092,47,2024-11-15 18:16:40,cancelled,1288.42,193.26
2088,1092,102,2024-02-04 20:45:10,completed,1671.21,250.68
2089,1092,139,2024-09-13 04:10:34,cancelled,1226.78,184.02
2090,1093,160,2024-09-28 04:36:05,completed,349.32,52.4
2091,1093,109,2024-09-22 00:15:05,cancelled,1601.95,240.29
2092,1093,137,2024-07-29 07:46:28,completed,516.74,77.51
2093,1095,113,2024-01-13 22:49:14,cancelled,677.36,101.6
2094,1095,81,2024-01-09 16:20:47,completed,1303.78,195.57
2095,1095,120,2024-04-16 08:31:13,cancelled,1561.88,234.28
2096,1095,124,2024-02-02 03:54:32,completed,169.24,25.39
2097,1096,145,2024-07-09 07:01:40,cancelled,1997.74,299.66
2098,1097,14,2024-06-15 23:40:46,cancelled,1257.54,188.63
2099,1097,123,2024-02-08 02:28:02,cancelled,1337.15,200.57
2100,1098,59,2024-05-23 10:25:48,cancelled,697.5,104.62
2101,1098,57,2024-12-05 21:04:43,completed,794.63,119.19
2102,1098,156,2024-02-24 01:38:23,completed,1111.23,166.68
2103,1099,159,2024-07-07 10:07:41,cancelled,426.3,63.95
2104,1099,56,2024-05-06 12:53:38,cancelled,1079.06,161.86
2105,1099,97,2024-01-22 01:24:51,cancelled,1498.11,224.72
2106,1100,119,2024-06-27 17:37:43,completed,861.25,129.19
2107,1100,189,2024-12-04 06:36:15,completed,1848.62,277.29
2108,1101,151,2024-07-14 16:23:02,cancelled,394.36,59.15
2109,1101,114,2024-05-01 12:52:27,completed,1025.46,153.82
2110,1102,129,2024-06-27 09:47:15,completed,1413.46,212.02
2111,1102,137,2024-12-10 15:22:31,cancelled,1550.06,232.51
2112,1102,125,2024-07-16 20:17:28,cancelled,282.64,42.4
2113,1103,64,2024-08-08 16:10:11,cancelled,1401.98,210.3
2114,1103,125,2024-09-27 10:47:00,completed,180.59,27.09
2115,1103,199,2024-05-12 22:49:08,completed,376.51,56.48
2116,1103,52,2024-09-13 05:19:46,cancelled,450.79,67.62
2117,1104,62,2024-08-01 20:42:05,completed,1535.45,230.32
2118,1104,171,2024-11-20 12:57:13,cancelled,968.25,145.24
2119,1104,10,2024-01-24 08:01:50,cancelled,847.78,127.17
2120,1104,149,2024-01-28 20:05:11,cancelled,766.12,114.92
2121,1105,39,2024-04-03 05:09:14,completed,1921.22,288.18
2122,1105,85,2024-08-01 12:54:05,cancelled,1584.56,237.68
2123,1106,198,2024-05-08 03:40:37,cancelled,720.16,108.02
2124,1107,169,2024-01-10 22:44:09,cancelled,974.5,146.17
2125,1107,155,2024-03-15 05:25:42,completed,542.0,81.3
2126,1109,80,2024-08-21 23:35:03,cancelled,1901.04,285.16
2127,1109,73,2024-10-30 02:25:36,completed,415.24,62.29
2128,1112,107,2024-11-17 13:38:43,cancelled,804.83,120.72
2129,1112,59,2024-10-05 04:28:26,completed,723.45,108.52
2130,1112,185,2024-06-24 10:28:46,completed,846.13,126.92
2131,1113,9,2024-10-17 16:44:04,cancelled,1577.02,236.55
2132,1114,128,2024-09-25 19:05:37,completed,1931.14,289.67
2133,1114,18,2024-01-02 15:50:15,completed,187.91,28.19
2134,1115,131,2024-10-03 16:59:18,cancelled,1331.11,199.67
2135,1116,183,2024-02-18 03:19:08,completed,1773.25,265.99
2136,1116,196,2024-01-25 10:39:45,completed,759.24,113.89
2137,1117,47,2024-07-27 20:02:50,cancelled,1836.56,275.48
2138,1117,8,2024-01-16 14:11:21,completed,320.6,48.09
2139,1118,38,2024-02-28 04:52:43,completed,1068.83,160.32
2140,1118,136,2024-07-16 19:50:39,completed,1514.29,227.14
2141,1118,46,2024-05-14 21:33:17,completed,1598.23,239.73
2142,1118,152,2024-09-25 17:21:22,completed,442.39,66.36
2143,1118,87,2024-11-01 01:06:41,cancelled,925.1,138.76
2144,1119,75,2024-04-19 00:46:13,completed,969.63,145.44
2145,1120,78,2024-09-18 00:27:47,cancelled,1927.77,289.17
2146,1120,106,2024-05-19 07:35:36,completed,208.66,31.3
2147,1121,114,2024-12-10 12:50:31,cancelled,1138.15,170.72
2148,1121,145,2024-05-31 15:01:03,completed,1598.49,239.77
2149,1121,192,2024-07-16 02:16:59,cancelled,324.02,48.6
2150,1121,198,2024-11-20 19:58:07,completed,172.29,25.84
2151,1121,169,2024-12-17 07:34:01,completed,1656.94,248.54
2152,1122,15,2024-05-28 01:31:04,completed,1546.21,231.93
2153,1122,9,2024-10-17 08:03:26,completed,1388.0,208.2
2154,1122,74,2024-08-08 08:09:35,cancelled,1651.17,247.68
2155,1122,188,2024-06-25 21:20:45,cancelled,1607.22,241.08
2156,1122,5,2024-01-14 01:29:56,completed,433.48,65.02
2157,1122,33,2024-08-20 19:18:52,completed,582.41,87.36
2158,1123,8,2024-01-04 17:30:30,cancelled,1224.54,183.68
2159,1123,56,2024-06-04 21:48:09,cancelled,1679.81,251.97
2160,1123,74,2024-04-07 00:57:43,completed,728.3,109.24
2161,1125,52,2024-11-07 21:41:34,cancelled,269.83,40.47
2162,1125,136,2024-11-23 18:26:10,cancelled,1328.3,199.24
2163,1125,65,2024-02-10 08:52:33,completed,1693.81,254.07
2164,1126,134,2024-09-16 04:43:24,cancelled,1834.93,275.24
2165,1126,124,2024-11-13 04:28:28,cancelled,660.52,99.08
2166,1127,137,2024-07-07 02:50:15,cancelled,1305.9,195.89
2167,1127,12,2024-07-28 13:10:35,completed,740.95,111.14
2168,1127,10,2024-02-07 18:44:59,cancelled,187.76,28.16
2169,1128,177,2024-05-26 01:11:50,completed,429.94,64.49
2170,1129,99,2024-07-21 08:10:14,completed,1097.22,164.58
2171,1129,75,2024-11-28 07:52:38,cancelled,1267.3,190.09
2172,1130,197,2024-07-30 05:37:10,completed,1445.28,216.79
2173,1130,126,2024-09-12 11:13:41,cancelled,1326.44,198.97
2174,1132,191,2024-03-17 04:45:02,completed,301.12,45.17
2175,1132,28,2024-07-17 04:11:14,completed,695.0,104.25
2176,1132,69,2024-11-27 21:11:10,cancelled,1975.23,296.28
2177,1132,130,2024-11-02 12:31:02,completed,189.91,28.49
2178,1133,87,2024-09-08 07:22:02,completed,569.43,85.41
2179,1133,1,2024-07-23 06:24:01,cancelled,946.69,142.0
2180,1133,64,2024-01-07 08:55:09,completed,327.34,49.1
2181,1136,100,2024-03-11 06:38:23,completed,734.27,110.14
2182,1136,144,2024-08-24 18:50:24,cancelled,533.47,80.02
2183,1137,49,2024-03-07 22:02:15,cancelled,1441.39,216.21
2184,1139,78,2024-05-30 02:44:48,cancelled,1895.4,284.31
2185,1140,120,2024-09-05 00:26:42,completed,476.18,71.43
2186,1140,58,2024-05-16 14:55:28,cancelled,616.48,92.47
2187,1140,195,2024-12-29 15:39:31,completed,602.9,90.43
2188,1141,169,2024-09-07 12:39:33,cancelled,857.2,128.58
2189,1141,184,2024-06-04 19:40:16,cancelled,605.81,90.87
2190,1142,73,2024-08-05 22:29:59,cancelled,831.25,124.69
2191,1142,52,2024-05-12 03:56:43,cancelled,1602.16,240.32
2192,1142,82,2024-07-07 20:57:16,completed,283.16,42.47
2193,1143,77,2024-06-18 15:42:14,cancelled,1952.03,292.8
2194,1143,128,2024-03-03 12:26:07,cancelled,1881.38,282.21
2195,1144,32,2024-07-03 19:53:48,cancelled,1534.79,230.22
2196,1145,68,2024-09-29 00:38:39,cancelled,443.67,66.55
2197,1146,44,2024-05-28 22:54:23,cancelled,1886.66,283.0
2198,1146,7,2024-09-13 16:40:57,cancelled,510.26,76.54
2199,1148,57,2024-09-19 07:33:13,cancelled,1958.67,293.8
2200,1148,181,2024-04-12 18:53:45,completed,1850.96,277.64
2201,1148,42,2024-03-22 14:19:50,completed,451.86,67.78
2202,1148,186,2024-01-22 16:22:04,completed,1183.75,177.56
2203,1149,179,2024-08-25 08:59:47,cancelled,1310.34,196.55
2204,1149,55,2024-08-25 01:45:29,completed,529.81,79.47
2205,1149,57,2024-01-02 07:38:42,completed,1125.56,168.83
2206,1150,22,2024-03-23 21:31:38,completed,1908.92,286.34
2207,1150,129,2024-08-14 15:36:33,completed,1558.74,233.81
2208,1151,93,2024-03-25 22:37:30,cancelled,936.82,140.52
2209,1152,41,2024-07-12 08:46:28,completed,325.76,48.86
2210,1152,188,2024-12-15 02:00:11,completed,192.94,28.94
2211,1152,23,2024-07-29 18:08:54,cancelled,1165.05,174.76
2212,1153,108,2024-03-21 03:05:26,completed,1500.18,225.03
2213,1154,83,2024-04-24 21:23:39,cancelled,637.06,95.56
2214,1154,116,2024-08-28 02:16:25,cancelled,1261.62,189.24
2215,1154,189,2024-03-01 16:20:27,cancelled,520.15,78.02
2216,1154,2,2024-03-14 15:45:27,cancelled,1658.51,248.78
2217,1155,29,2024-02-29 07:17:23,completed,1306.56,195.98
2218,1156,117,2024-12-19 03:32:08,cancelled,352.29,52.84
2219,1157,38,2024-07-17 14:27:26,cancelled,222.84,33.43
2220,1158,175,2024-04-10 01:14:09,completed,1088.51,163.28
2221,1158,72,2024-08-23 15:48:01,cancelled,1839.39,275.91
2222,1159,71,2024-10-07 20:26:50,cancelled,1917.73,287.66
2223,1159,194,2024-03-17 05:41:34,completed,157.61,23.64
2224,1159,29,2024-12-18 21:19:11,cancelled,1585.78,237.87
2225,1161,41,2024-10-22 21:08:29,completed,568.62,85.29
2226,1161,23,2024-01-27 22:37:45,completed,1059.68,158.95
2227,1161,9,2024-01-16 02:59:41,cancelled,466.14,69.92
2228,1162,91,2024-03-31 20:03:38,cancelled,1003.38,150.51
2229,1162,159,2024-02-04 10:00:37,cancelled,1153.79,173.07
2230,1163,143,2024-05-28 08:05:24,completed,1783.45,267.52
2231,1164,91,2024-03-06 14:47:13,completed,1556.94,233.54
2232,1165,169,2024-07-16 21:01:21,cancelled,1295.6,194.34
2233,1166,139,2024-04-29 11:55:50,completed,1965.97,294.9
2234,1167,97,2024-01-20 01:10:33,completed,1665.11,249.77
2235,1167,57,2024-12-17 01:31:29,cancelled,1078.73,161.81
2236,1169,67,2024-08-27 15:01:59,cancelled,1492.34,223.85
2237,1169,107,2024-06-15 20:30:55,cancelled,973.35,146.0
2238,1170,93,2024-03-30 00:31:47,cancelled,480.63,72.09
2239,1170,181,2024-05-02 08:13:05,completed,1021.4,153.21
2240,1171,14,2024-01-12 23:02:13,cancelled,1465.58,219.84
2241,1171,115,2024-11-04 16:49:37,cancelled,1265.68,189.85
2242,1171,178,2024-01-24 16:32:29,completed,1473.48,221.02
2243,1172,199,2024-10-28 17:08:34,completed,633.94,95.09
2244,1173,131,2024-05-24 15:34:09,completed,1491.39,223.71
2245,1173,87,2024-07-28 04:06:17,cancelled,1413.54,212.03
2246,1174,121,2024-05-24 12:57:32,cancelled,1382.73,207.41
2247,1175,179,2024-06-09 15:48:52,cancelled,1061.18,159.18
2248,1176,84,2024-08-20 14:30:40,cancelled,1903.02,285.45
2249,1177,135,2024-01-02 06:14:13,cancelled,1716.28,257.44
2250,1177,168,2024-07-13 10:04:07,cancelled,770.52,115.58
2251,1177,176,2024-06-09 20:24:14,completed,1649.4,247.41
2252,1177,149,2024-09-14 22:41:34,cancelled,1732.93,259.94
2253,1177,14,2024-05-22 02:08:04,completed,652.25,97.84
2254,1178,33,2024-01-03 19:15:58,cancelled,1547.74,232.16
2255,1178,14,2024-02-26 09:31:00,completed,354.37,53.16
2256,1179,71,2024-07-08 12:22:20,cancelled,648.56,97.28
2257,1179,11,2024-03-06 05:10:31,completed,897.32,134.6
2258,1179,196,2024-11-08 12:34:02,cancelled,1051.04,157.66
2259,1181,38,2024-12-16 13:04:03,cancelled,1581.32,237.2
2260,1182,53,2024-12-13 03:01:55,cancelled,1273.63,191.04
2261,1182,143,2024-01-19 06:10:41,cancelled,1143.88,171.58
2262,1183,189,2024-09-30 22:49:13,completed,273.77,41.07
2263,1186,189,2024-11-06 17:17:32,completed,784.06,117.61
2264,1186,197,2024-04-21 09:26:05,cancelled,394.02,59.1
2265,1187,107,2024-08-16 09:00:38,completed,1521.7,228.25
2266,1187,72,2024-01-02 14:02:41,cancelled,1231.68,184.75
2267,1188,164,2024-07-24 21:39:59,cancelled,1820.39,273.06
2268,1188,192,2024-07-19 04:18:03,completed,1567.81,235.17
2269,1189,187,2024-07-05 17:41:24,cancelled,326.61,48.99
2270,1189,85,2024-08-21 03:35:26,completed,1155.93,173.39
2271,1189,123,2024-03-12 12:36:15,cancelled,1741.77,261.27
2272,1190,70,2024-12-31 02:17:09,completed,1559.96,233.99
2273,1190,131,2024-08-05 20:22:10,completed,911.51,136.73
2274,1190,170,2024-03-10 18:26:20,completed,1031.07,154.66
2275,1191,19,2024-07-13 17:33:27,completed,380.09,57.01
2276,1191,40,2024-12-17 14:34:14,cancelled,1727.64,259.15
2277,1191,31,2024-01-22 03:32:53,completed,1692.57,253.89
2278,1192,110,2024-05-14 17:36:55,cancelled,1501.02,225.15
2279,1192,44,2024-12-28 03:50:32,completed,337.03,50.55
2280,1192,175,2024-12-29 11:16:37,cancelled,1803.79,270.57
2281,1192,167,2024-12-03 20:56:12,completed,425.93,63.89
2282,1192,138,2024-05-02 06:58:54,completed,1375.34,206.3
2283,1193,111,2024-09-27 13:55:51,cancelled,1455.82,218.37
2284,1193,158,2024-11-21 14:18:14,completed,858.84,128.83
2285,1193,52,2024-12-10 08:46:55,completed,742.53,111.38
2286,1194,89,2024-06-26 03:54:56,cancelled,1365.72,204.86
2287,1194,98,2024-07-10 04:49:04,completed,1995.82,299.37
2288,1194,25,2024-03-25 02:59:11,completed,1000.62,150.09
2289,1194,23,2024-03-24 16:08:42,completed,1456.46,218.47
2290,1194,167,2024-10-14 18:56:24,completed,1625.89,243.88
2291,1195,114,2024-08-07 02:59:51,cancelled,770.3,115.54
2292,1195,125,2024-01-31 06:14:17,cancelled,1049.49,157.42
2293,1195,180,2024-06-03 03:25:00,completed,152.71,22.91
2294,1196,195,2024-12-11 06:05:48,cancelled,1667.6,250.14
2295,1196,112,2024-12-20 13:39:10,completed,664.27,99.64
2296,1197,19,2024-03-12 20:38:27,cancelled,297.72,44.66
2297,1197,56,2024-12-14 10:35:48,completed,717.52,107.63
2298,1197,128,2024-04-09 20:50:54,cancelled,216.5,32.48
2299,1197,100,2024-10-20 18:38:28,completed,1075.8,161.37
2300,1198,155,2024-11-08 19:47:55,completed,1048.64,157.3
2301,1198,24,2024-12-02 09:03:19,completed,769.28,115.39
2302,1199,115,2024-02-04 08:33:48,completed,1395.86,209.38
2303,1200,188,2024-07-02 06:38:33,cancelled,353.09,52.96
2304,1200,107,2024-11-29 19:10:19,cancelled,1653.24,247.99
2305,1200,68,2024-01-04 23:49:30,completed,580.96,87.14
2306,1200,82,2024-10-10 05:13:31,completed,807.8,121.17
2307,1201,188,2024-09-16 06:12:18,completed,1584.52,237.68
2308,1202,184,2024-04-09 23:47:28,completed,430.59,64.59
2309,1203,171,2024-07-01 22:31:36,completed,1430.02,214.5
2310,1203,34,2024-09-15 08:55:12,cancelled,1500.43,225.06
2311,1203,120,2024-08-04 19:48:00,cancelled,1942.02,291.3
2312,1203,197,2024-10-13 15:11:43,cancelled,579.8,86.97
2313,1205,25,2024-11-17 20:16:37,cancelled,463.93,69.59
2314,1206,172,2024-05-29 21:11:46,cancelled,511.89,76.78
2315,1206,169,2024-12-14 09:32:20,cancelled,1947.75,292.16
2316,1207,86,2024-09-24 20:54:27,completed,1875.1,281.26
2317,1207,167,2024-11-25 01:34:55,completed,849.77,127.47
2318,1207,73,2024-09-14 07:35:08,completed,227.6,34.14
2319,1207,139,2024-12-15 19:49:59,completed,1561.1,234.16
2320,1207,109,2024-12-12 04:25:13,cancelled,1210.34,181.55
2321,1207,134,2024-06-12 17:06:28,completed,1657.52,248.63
2322,1209,173,2024-03-16 13:14:15,cancelled,1709.68,256.45
2323,1209,149,2024-01-19 13:14:28,cancelled,313.83,47.07
2324,1209,2,2024-12-01 19:24:03,completed,196.43,29.46
2325,1210,116,2024-08-08 20:18:07,completed,1309.08,196.36
2326,1212,168,2024-01-30 20:54:15,cancelled,1732.31,259.85
2327,1214,48,2024-01-01 06:52:11,completed,1705.71,255.86
2328,1214,123,2024-09-04 01:52:52,cancelled,1592.84,238.93
2329,1214,32,2024-11-30 17:45:49,cancelled,1819.5,272.93
2330,1214,128,2024-01-15 13:32:13,cancelled,726.42,108.96
2331,1214,132,2024-12-13 10:01:47,cancelled,1836.77,275.52
2332,1215,58,2024-08-23 10:09:45,completed,941.15,141.17
2333,1215,129,2024-09-05 03:55:33,cancelled,1161.28,174.19
2334,1216,78,2024-12-28 00:02:22,completed,577.41,86.61
2335,1216,68,2024-08-08 22:44:15,completed,1943.71,291.56
2336,1216,127,2024-02-28 20:08:21,completed,1371.33,205.7
2337,1217,46,2024-12-05 09:55:10,cancelled,267.26,40.09
2338,1217,22,2024-09-25 19:46:35,completed,1125.97,168.9
2339,1218,199,2024-10-26 16:59:23,completed,794.5,119.17
2340,1219,139,2024-11-03 11:48:20,cancelled,1986.24,297.94
2341,1219,159,2024-12-27 12:05:41,cancelled,709.27,106.39
2342,1220,95,2024-03-06 01:42:30,completed,864.62,129.69
2343,1220,167,2024-07-16 03:08:47,cancelled,1928.92,289.34
2344,1221,123,2024-11-13 08:41:22,cancelled,1693.49,254.02
2345,1221,66,2024-07-25 18:47:13,cancelled,856.92,128.54
2346,1221,109,2024-06-28 17:09:08,completed,1250.43,187.56
2347,1221,112,2024-11-11 21:34:43,cancelled,843.84,126.58
2348,1222,48,2024-08-14 07:15:04,completed,1209.62,181.44
2349,1223,73,2024-08-09 17:06:41,cancelled,1152.2,172.83
2350,1224,162,2024-03-14 10:11:55,completed,1162.89,174.43
2351,1224,93,2024-10-13 17:53:25,cancelled,484.8,72.72
2352,1224,111,2024-11-02 07:29:42,completed,1569.88,235.48
2353,1224,63,2024-07-19 02:43:12,cancelled,1939.27,290.89
2354,1224,172,2024-10-23 06:08:33,cancelled,817.51,122.63
2355,1225,172,2024-01-14 15:33:47,cancelled,1619.23,242.88
2356,1225,143,2024-10-07 17:08:13,cancelled,1292.8,193.92
2357,1227,34,2024-05-05 17:42:48,cancelled,1290.43,193.56
2358,1227,92,2024-09-21 00:27:46,cancelled,293.97,44.1
2359,1227,51,2024-02-28 09:08:45,cancelled,787.63,118.14
2360,1228,94,2024-11-18 10:06:42,cancelled,1195.54,179.33
2361,1228,15,2024-04-07 14:46:46,cancelled,1694.6,254.19
2362,1228,48,2024-03-20 18:04:28,cancelled,559.84,83.98
2363,1228,135,2024-08-25 16:29:19,completed,1744.01,261.6
2364,1228,63,2024-10-25 05:30:00,cancelled,1245.05,186.76
2365,1228,144,2024-08-05 20:42:43,completed,1492.18,223.83
2366,1230,34,2024-05-05 15:36:37,cancelled,658.04,98.71
2367,1230,63,2024-01-24 06:45:47,completed,1912.61,286.89
2368,1230,24,2024-07-21 18:20:33,completed,1565.37,234.81
2369,1231,120,2024-04-13 18:33:11,completed,220.89,33.13
2370,1231,50,2024-11-10 04:19:49,cancelled,689.68,103.45
2371,1231,139,2024-04-13 09:18:56,cancelled,1832.27,274.84
2372,1231,170,2024-01-17 03:32:03,completed,934.07,140.11
2373,1232,178,2024-10-05 04:34:46,completed,884.19,132.63
2374,1232,93,2024-11-30 22:20:46,cancelled,1827.97,274.2
