ticket_id,customer_id,open_date,resolution_hours,satisfaction_score
5195ff9e-9,30e693ae,2024-10-24,39.5,7
116d06af-4,30e693ae,2024-10-26,35.8,8
ed424a0c-1,ca131aa9,2024-12-21,7.8,6
31a4f979-f,ca131aa9,2024-02-25,19.3,5
f8cb4d0f-4,ca131aa9,2024-09-25,54.6,7
b7ec23e3-0,5d0da245,2024-08-01,20.1,2
be2bad24-7,5d0da245,2024-02-29,21.0,7
0e9b4239-b,5d0da245,2024-01-23,34.0,8
018ec099-6,048ffb85,2024-04-28,7.4,6
85c7cae9-7,048ffb85,2024-02-07,47.9,9
b8840b67-1,048ffb85,2024-04-05,26.0,8
efc29aa2-7,1d0bb7ea,2024-07-30,0.8,8
1cb24964-0,1d0bb7ea,2024-12-05,18.2,10
67f0d036-4,5e63075d,2024-02-11,6.5,4
2ca4432d-f,5e63075d,2024-10-18,20.0,6
8546e0a6-f,5e63075d,2024-06-04,44.4,7
16853ece-9,717bca31,2024-12-11,23.3,4
be678025-3,717bca31,2024-09-30,31.7,6
23c948e6-5,8d4a7b30,2024-02-26,40.5,5
6b276d27-3,8d4a7b30,2024-11-10,50.9,9
056ec76f-b,8d4a7b30,2024-11-09,9.6,3
186996c9-5,471744fd,2024-10-31,2.2,10
9fe93107-1,7dd8deb8,2024-09-06,19.3,8
c4061890-2,7dd8deb8,2024-02-02,10.8,5
aa9db126-6,32e65403,2024-01-11,56.5,9
09207090-3,32e65403,2024-05-27,7.6,7
c7722898-d,32e65403,2024-12-21,17.2,10
26c3fa49-7,83ec25d0,2024-03-21,44.9,5
5da20571-4,83ec25d0,2024-02-08,8.6,4
e5c612cb-6,de463ea0,2024-03-24,41.2,5
b2633105-e,de463ea0,2024-04-05,22.3,7
22a84c4f-0,de463ea0,2024-10-03,60.7,6
60434cdd-a,396bc822,2024-06-04,41.3,8
e18a4772-6,396bc822,2024-06-09,33.8,6
f1a426c2-c,483b2555,2024-07-10,45.1,5
9d3d2056-e,483b2555,2024-07-24,19.0,10
841a9b4b-7,483b2555,2024-05-31,14.4,8
60e4aaf1-4,a28fda00,2024-04-21,11.7,7
46aa759f-2,a28fda00,2024-02-08,40.5,5
d33a4745-f,a28fda00,2024-11-28,19.0,10
f466cb67-3,4779041e,2024-03-10,25.9,3
9c4b18d5-6,4779041e,2024-05-01,57.5,8
e85dfdc4-f,4779041e,2024-06-04,25.3,5
e8fc199f-2,730d532a,2024-02-25,19.4,6
c27cf169-f,730d532a,2024-03-11,31.7,8
bdd31512-8,730d532a,2024-02-28,17.7,7
7d639386-e,d2d59ba0,2024-12-01,21.0,10
8ee63231-c,d2d59ba0,2024-09-26,36.1,7
d500c76e-5,14101518,2024-03-28,40.4,10
7087351c-7,51ac8b3e,2024-07-02,23.6,10
099b2099-8,976ace66,2024-02-23,38.7,10
816b0566-e,976ace66,2024-02-01,14.7,5
4256a37a-a,76661cbd,2024-02-08,48.3,3
a8ca16ff-8,76661cbd,2024-02-07,9.6,7
81be3567-2,84702981,2024-08-05,32.9,6
70d50aa3-3,84702981,2024-06-30,43.3,7
53a214dc-2,6b22edff,2024-09-16,28.8,7
d242dbac-4,6b22edff,2024-08-04,24.6,8
dc67b472-f,204e3b2e,2024-08-13,27.1,8
b1f58448-3,204e3b2e,2024-12-05,14.3,4
46a0f2ce-4,ff9f0064,2024-03-09,15.3,9
28f390e8-7,ff9f0064,2024-04-05,45.6,8
c2b2e35e-2,ff9f0064,2024-06-30,29.3,7
92cb59aa-b,d8b05259,2024-10-12,8.8,10
7585d6a2-b,e4ca2e8a,2024-01-23,26.5,10
0ecc6be2-6,e4ca2e8a,2024-05-20,9.5,4
b7bcb957-8,34575d3a,2024-11-16,20.5,4
3a6e84a2-5,34575d3a,2024-11-02,22.6,6
b59c6e6b-1,34575d3a,2024-04-04,25.0,6
400bc7d3-c,5851575c,2024-04-06,47.1,10
9f8eae6f-5,03fd26fa,2024-03-03,28.5,9
638f522c-c,03fd26fa,2024-07-11,16.4,8
9f1d3b79-8,b7b2b101,2024-12-01,44.6,2
c24d10ce-0,b7b2b101,2024-12-13,28.0,7
7b2f125b-c,b7b2b101,2024-03-09,19.7,10
aa51725f-3,0253ac53,2024-10-29,40.3,4
4cb68db5-7,0253ac53,2024-04-02,52.4,6
bb0d25e6-5,30d3e4ff,2024-10-15,27.9,5
2fb9f6e1-9,30d3e4ff,2024-07-07,26.9,7
2b2567c5-0,af5875dc,2024-12-27,10.9,3
68c2e56e-7,af5875dc,2024-01-04,57.5,7
d1245659-2,af5875dc,2024-07-20,15.1,8
5690ff3d-e,f1c4e8fa,2024-05-07,14.5,10
00e52e9d-5,ef1608de,2024-12-13,49.5,6
54b8fe85-2,ef1608de,2024-09-30,27.6,6
598fefd3-d,ef1608de,2024-05-01,49.2,9
9a7e1cd8-1,5f7baf99,2024-06-19,24.7,10
a4a3f8e0-0,5f7baf99,2024-05-18,48.7,7
7722317d-3,5f7baf99,2024-06-04,41.6,4
c0132c92-1,7038c024,2024-04-02,11.5,3
fdb6eaad-6,e34ef4b0,2024-02-03,43.6,7
4bfd5084-0,9fa256dc,2024-05-14,46.5,9
f6ba787a-e,a1935152,2024-12-27,15.2,6
2561762b-9,50d23d77,2024-06-25,41.5,6
31b94225-1,50d23d77,2024-09-13,20.3,8
b0e5f9af-6,fbf591fd,2024-12-09,20.9,8
ab56c9e5-c,fbf591fd,2024-10-07,25.0,6
c9b4c0c6-4,2619de50,2024-08-11,4.0,6
91c93791-7,98fdae97,2024-12-01,65.2,5
eb035d96-c,316173bc,2024-08-01,24.5,6
d4e2fe3e-0,316173bc,2024-05-18,52.6,7
64b99a20-7,502771da,2024-03-03,32.8,9
a9895db4-f,502771da,2024-01-05,40.5,2
4cdf8386-2,30eacda8,2024-02-02,57.8,7
d4b81c65-b,30eacda8,2024-04-09,5.9,10
2289d705-9,30eacda8,2024-05-23,12.1,8
736f376a-1,d0d072cd,2024-11-23,2.2,6
d900e793-4,a661cd65,2024-09-29,36.4,4
90550c42-1,a661cd65,2024-09-13,29.6,9
6b46af5c-b,3eafd7eb,2024-11-06,23.1,7
bcd0c34c-0,3eafd7eb,2024-10-04,19.0,5
25be5f51-3,765c7970,2024-11-06,17.3,4
2525d631-3,765c7970,2024-01-30,22.8,4
c51d6b2b-c,4ad4b344,2024-05-12,36.8,7
efb0c01b-e,72bf1529,2024-07-15,33.7,6
96ba6537-7,72bf1529,2024-05-08,3.1,9
a58f5fc6-1,cb8c64a4,2024-09-07,62.7,10
7669f923-2,cb8c64a4,2024-02-18,11.9,7
67797a69-1,556c2082,2024-10-12,25.7,7
39724371-f,556c2082,2024-06-03,15.6,7
199dc82e-f,c058af38,2024-10-17,8.6,5
a4f69d02-1,27661cfc,2024-06-24,8.9,6
32a5fde2-0,cd4dc75b,2024-10-01,36.0,8
42fbae85-1,cd4dc75b,2024-11-09,20.9,5
4f172f57-a,cd4dc75b,2024-03-22,0.7,10
c78e9e6c-d,166ec0b4,2024-07-28,7.8,6
84bb8aab-2,166ec0b4,2024-07-02,3.5,4
b9e937ee-8,166ec0b4,2024-08-21,9.9,10
6ed9fb8e-1,4cbdb51a,2024-12-01,19.9,4
6d349611-5,4cbdb51a,2024-05-21,9.6,5
6b86610e-c,4cbdb51a,2024-08-05,16.1,4
3d89cc1f-6,dab92ac5,2024-10-28,19.8,8
34160c1f-1,dab92ac5,2024-09-01,66.3,8
36987095-b,2b7d36bb,2024-06-03,18.8,4
05893705-a,112a61e9,2024-08-12,6.2,7
3d858339-3,112a61e9,2024-09-24,66.9,3
f63f49a9-e,c08e6d6f,2024-08-31,35.8,6
181d12de-1,c08e6d6f,2024-03-06,42.7,8
d642f29f-0,c08e6d6f,2024-03-05,33.9,7
26deccc4-8,adcfd9b5,2024-12-06,46.2,8
633e3b81-4,87500d59,2024-09-16,10.4,4
fabafefa-6,87500d59,2024-07-22,10.4,6
e6389099-7,87500d59,2024-09-16,3.0,5
cd6ad4f5-5,b3313204,2024-01-16,49.2,5
756402ec-8,b3313204,2024-11-24,32.3,7
ab56c569-8,b3313204,2024-10-31,43.3,6
4aa07306-3,43f52b98,2024-10-18,0.7,7
cd11f501-1,43f52b98,2024-06-23,6.8,4
ad0e3e89-4,02d096c3,2024-04-14,35.5,8
ba2ef03a-2,02d096c3,2024-05-03,30.4,2
d83d71b6-c,276e26e1,2024-09-15,3.6,6
f0383201-a,276e26e1,2024-11-20,56.3,8
e0800cfb-2,276e26e1,2024-04-27,2.1,8
1c542e6e-a,298bfbff,2024-09-27,10.7,7
40964091-4,c31d7e98,2024-09-09,16.5,8
d6759fff-2,c31d7e98,2024-03-25,25.8,9
b3db3513-3,9298cd30,2024-02-15,63.3,10
e4d3b20c-6,b1a2fc19,2024-12-29,24.0,8
20ffe233-a,b1a2fc19,2024-10-11,15.1,7
55054e4e-9,416d2133,2024-04-02,7.5,5
3e56fde9-4,c146e73d,2024-03-03,1.8,2
5ed330a5-d,5dd19b1a,2024-05-24,33.7,6
0afc1532-3,5dd19b1a,2024-04-18,19.7,10
2991e2b4-9,afdff355,2024-09-09,22.3,9
0dbfc13f-c,afdff355,2024-12-06,27.0,7
cfadffba-1,afdff355,2024-04-22,63.3,6
8920b549-7,05621e34,2024-04-21,36.3,6
5a59d0da-9,05621e34,2024-05-25,9.0,5
41536821-3,05621e34,2024-10-12,41.4,2
82fa1d31-2,59bdaa39,2024-03-29,22.4,4
f5c1f6d2-9,59bdaa39,2024-03-28,31.2,7
d578d79e-f,59bdaa39,2024-10-28,37.0,7
b3693270-1,0e57176a,2024-12-24,29.6,8
92776cce-8,0e57176a,2024-09-08,14.6,7
862dcbd2-5,d61560b4,2024-05-26,14.4,7
f7f72cc2-4,d61560b4,2024-10-14,33.2,7
59d2f788-5,a810741a,2024-08-29,46.1,3
883199c3-2,a810741a,2024-12-28,32.2,6
f71acbf7-0,fdbcb192,2024-06-18,5.3,8
655ffeaf-8,fdbcb192,2024-10-15,60.1,3
6a008a1d-8,5159b73a,2024-12-29,35.0,8
8061e8b3-d,5159b73a,2024-04-15,21.3,10
f7850cfa-5,d6ac35fb,2024-02-14,56.4,5
35aca235-2,d6ac35fb,2024-10-16,37.6,9
1528ba58-6,2254fddf,2024-03-25,41.2,8
144c566f-7,2254fddf,2024-02-15,10.3,3
10b1ce77-d,afff83a5,2024-08-31,13.2,5
00d14225-3,4e4740ab,2024-08-03,26.2,5
8b4ff2b3-6,4e4740ab,2024-01-25,54.1,10
9dbe549a-0,697ca5d5,2024-03-11,18.9,7
5f8bd56a-4,ae5c31a6,2024-12-20,17.8,4
5b5ccad6-8,ae5c31a6,2024-10-29,43.2,6
ec6a351c-e,ae5c31a6,2024-10-13,43.0,8
b2cba680-2,bf8c859f,2024-05-02,5.2,7
17dd37f2-4,bf8c859f,2024-08-27,46.8,8
31a2d7a0-3,ff974c08,2024-11-10,45.3,4
dbab07c9-b,198487f6,2024-08-16,7.7,9
71e397c5-5,198487f6,2024-02-01,8.6,6
399616ba-7,7ce5fe1c,2024-04-11,3.9,7
b1fece3a-2,7ce5fe1c,2024-03-10,13.8,10
81668ae5-3,7ce5fe1c,2024-08-27,47.3,2
2a146f6c-8,938c94c1,2024-12-24,32.4,5
5b725fa8-c,938c94c1,2024-04-22,63.2,9
f0401432-5,b525f412,2024-02-08,33.2,10
1309dcc9-5,b525f412,2024-03-31,2.1,5
694650e8-9,b525f412,2024-10-29,20.1,6
0e2415fe-6,468a76e6,2024-10-27,7.8,10
72c69f3d-c,468a76e6,2024-02-24,31.7,6
e711367b-b,64a83667,2024-07-02,24.7,9
3d9b2ecc-a,64a83667,2024-08-12,4.0,6
31bfec7a-e,64a83667,2024-12-12,66.2,7
66118980-7,59448190,2024-02-15,36.6,7
e3bb8bab-f,59448190,2024-05-25,10.8,6
45c5f43a-2,59448190,2024-04-09,23.7,5
1519ec7f-9,f4911101,2024-07-21,14.8,7
eb9ff027-d,f4911101,2024-09-28,11.8,6
3f9c8d22-4,f4911101,2024-05-23,43.5,4
a8f0e1bf-c,e3908386,2024-02-25,42.5,8
8ed550b1-1,0007f9f8,2024-09-11,45.1,4
4e1dce51-4,0007f9f8,2024-10-11,38.0,10
7d0b1a3e-4,0007f9f8,2024-06-30,1.0,4
89dca064-0,0f7703df,2024-03-30,5.1,7
f13b4c0d-f,0f7703df,2024-07-25,5.8,3
7fba0d1e-6,0f7703df,2024-01-20,27.9,5
3162f625-2,8638144d,2024-03-03,14.3,8
51964f95-b,8638144d,2024-07-26,27.6,6
c45c3640-6,0d943d50,2024-07-18,35.1,5
3d0e597f-1,388fdbcd,2024-07-04,3.0,4
f413a068-f,388fdbcd,2024-12-04,46.8,1
8d74747a-e,871889da,2024-12-27,6.0,9
b78a1fa0-5,871889da,2024-12-03,47.4,7
cf7936f4-5,0387ac1f,2024-08-06,0.1,7
4b39e151-1,b9000c35,2024-09-14,18.2,8
72aa20df-5,b9000c35,2024-12-01,13.8,6
a6170065-d,b9000c35,2024-06-30,18.0,4
ebf173a9-b,065a34ae,2024-12-25,3.5,9
c410d469-5,065a34ae,2024-12-13,43.5,6
f8477723-1,065a34ae,2024-05-06,18.5,6
e72454e9-9,c654ceff,2024-06-12,51.9,7
a0c07dfb-c,c654ceff,2024-02-19,16.2,5
32976fdd-4,af04dabc,2024-06-03,48.6,7
970f1583-a,af04dabc,2024-05-27,1.6,9
42999f78-3,af04dabc,2024-09-30,3.5,1
beea67eb-8,53c11cfd,2024-03-03,18.4,5
95976859-6,2043420d,2024-08-17,41.7,6
9ff8693a-d,889ae7f0,2024-09-17,15.7,9
117b2726-6,5ae7e9c0,2024-05-24,22.5,8
b28c3efd-f,5ae7e9c0,2024-10-28,44.2,7
d6012b47-9,5ae7e9c0,2024-01-31,11.7,6
53c9a59d-6,9ae2a8cf,2024-04-22,9.8,7
bd544215-6,9ae2a8cf,2024-06-25,6.7,10
54e1de5c-e,4c0f28da,2024-04-11,3.7,4
f799cba3-e,4c0f28da,2024-11-25,26.3,6
c056ed0e-c,d7c0756c,2024-03-06,23.1,5
f5eccba4-d,d7c0756c,2024-07-03,16.9,10
4967ef0c-5,3723e9f6,2024-12-15,2.9,6
3b52a36f-0,3723e9f6,2024-04-17,16.6,6
ec632722-e,c25c2c1d,2024-12-13,5.5,3
7128bc6b-f,c25c2c1d,2024-09-02,27.3,7
9d40127b-b,c25c2c1d,2024-07-03,22.7,10
fda5b317-d,f3044dfb,2024-01-22,16.3,4
59595e6a-3,3a176dc4,2024-05-01,7.8,6
b023df11-9,3a176dc4,2024-11-26,1.5,4
284249a7-9,3a176dc4,2024-03-28,24.7,8
09fbf2a8-0,7ba0d348,2024-09-25,14.5,9
21748989-0,7ba0d348,2024-12-25,42.0,8
8cec37f5-5,7674d065,2024-01-07,35.7,8
5b76fea8-d,7674d065,2024-11-06,31.0,6
14f2d485-0,f75dd0cc,2024-05-20,8.4,7
1f874436-d,f75dd0cc,2024-08-29,6.1,5
e63c1a33-6,00f6aea5,2024-02-01,34.0,6
c4da9a9b-1,00f6aea5,2024-05-17,29.7,4
692d8029-9,00f6aea5,2024-06-02,5.4,6
c1f4398f-b,d08f9bea,2024-07-10,18.8,5
78e402c9-0,04de9e65,2024-10-05,25.9,6
bad5d9ed-0,04de9e65,2024-12-12,47.8,4
6c8f0620-1,87db13e9,2024-02-16,25.4,6
6cbfdb38-b,87db13e9,2024-05-11,9.1,7
62ba4d33-1,87db13e9,2024-04-21,67.9,9
b961c408-c,d7490ded,2024-03-21,8.2,5
f9e4963f-9,4988f365,2024-06-28,13.3,7
174b7268-b,4988f365,2024-08-21,17.5,5
4d92fb95-2,4988f365,2024-05-27,30.2,6
28be8c85-4,5dc7a19d,2024-10-03,81.3,6
51b5a3b8-0,5dc7a19d,2024-09-01,45.0,5
47b14ef4-0,5dc7a19d,2024-07-11,39.5,4
fe3d21f3-e,0c499911,2024-07-02,20.0,8
c216c498-1,0c499911,2024-08-23,33.0,4
2b72d427-e,0c499911,2024-07-27,10.3,6
ea7e71bf-f,272cf91b,2024-06-18,61.0,10
931af57f-b,8c8cf00d,2024-11-10,16.7,6
954b490a-f,8c8cf00d,2024-02-01,40.8,3
6aca8984-4,93e76517,2024-12-18,49.2,9
c8b0eb76-0,8df73c91,2024-08-18,27.1,7
e98adfca-e,8df73c91,2024-06-23,54.5,6
596a7f40-2,8df73c91,2024-01-30,23.4,9
ed3765c9-7,02abd1aa,2024-05-22,16.1,3
1e1aa53b-6,02abd1aa,2024-12-12,10.1,5
f838654d-9,8b13ebab,2024-03-13,33.8,6
dee3407e-3,8b13ebab,2024-01-03,15.4,5
4d7a4dee-0,8b13ebab,2024-05-05,25.3,4
69df6f5b-3,a30d45d6,2024-01-21,15.3,10
c83930de-1,a30d45d6,2024-09-21,53.9,10
7999abe5-f,a24f2199,2024-08-22,21.6,6
be060a0b-d,a24f2199,2024-09-13,27.2,4
bf782b5f-f,a24f2199,2024-07-03,25.9,4
d8854e2a-5,b196dcf8,2024-11-09,24.6,6
c6d536af-7,b196dcf8,2024-12-23,42.2,6
61f76e02-4,b196dcf8,2024-07-02,4.4,6
d70e43cb-7,c65703f5,2024-05-26,6.4,7
1dec9e3e-f,c65703f5,2024-04-19,39.3,7
d58e9db7-d,ef382def,2024-01-12,32.7,4
36f7cc13-1,1295d892,2024-05-27,4.7,5
9ee10b48-a,1295d892,2024-11-28,33.4,8
d22e5b0a-9,67ccece5,2024-02-22,47.9,9
b584fcb3-2,856f3f70,2024-09-07,23.6,8
01e5f7f5-0,856f3f70,2024-02-12,18.1,7
63013c4a-0,70c20777,2024-01-01,4.1,6
2dc77dc0-d,70c20777,2024-03-28,46.7,6
a6304ab5-9,70c20777,2024-03-13,47.0,3
013009ef-4,4343c094,2024-06-20,23.5,6
d740da6a-7,58df1a82,2024-05-19,65.2,10
d7e5a90c-3,4675061b,2024-12-18,22.4,6
d845d028-2,4675061b,2024-09-01,31.4,5
0ee13918-4,4675061b,2024-05-04,16.2,5
a9f39ec6-1,60b52506,2024-03-01,22.4,4
85cbab5f-d,60b52506,2024-03-07,4.8,7
e677e3c3-4,60b52506,2024-02-26,1.3,7
eaa1e5ea-5,4cb253f3,2024-04-23,31.9,5
aec7d8c3-c,4cb253f3,2024-02-27,16.0,10
e79dada9-b,4cb253f3,2024-08-04,21.2,5
db0659b6-3,3d4f19d4,2024-01-26,16.7,8
59cc4cc9-e,a9dfe1fc,2024-09-10,9.6,6
94cc0505-f,eb7d6558,2024-05-18,4.4,7
04d2fd09-0,eb7d6558,2024-07-18,6.8,3
d2fb1548-4,463e53e5,2024-04-25,31.5,6
44da10f6-7,463e53e5,2024-05-07,62.1,7
85403589-7,463e53e5,2024-10-01,18.3,3
cf7fe301-a,c7a261fe,2024-12-17,47.2,2
cd700830-e,c7a261fe,2024-06-10,11.1,7
5fa9b01a-4,c7a261fe,2024-02-10,35.9,10
4d1cebb4-8,47c13014,2024-04-06,15.0,3
5d810233-3,47c13014,2024-06-20,36.8,5
3783b2af-a,47c13014,2024-08-16,8.4,9
42de9d60-3,50258de4,2024-10-03,13.7,6
35f817a2-9,208d346c,2024-04-26,9.0,6
25d64f3c-b,96cb5839,2024-12-09,35.8,4
99bc5329-1,96cb5839,2024-06-30,42.1,10
b339497e-3,96cb5839,2024-01-17,49.3,9
93909814-6,7a7815b5,2024-01-30,34.2,6
725a4308-c,7a7815b5,2024-07-14,47.6,7
4da4e553-c,142ec966,2024-06-07,11.2,5
60d1a26f-d,142ec966,2024-12-25,2.0,10
26cee37a-5,142ec966,2024-11-02,22.4,6
a8b95801-6,950b3493,2024-04-18,13.1,10
05dc0c91-b,950b3493,2024-07-01,25.0,7
be54b81e-f,950b3493,2024-09-23,18.0,4
5875ca10-1,f0204deb,2024-07-03,29.9,9
51f7c07d-a,f0204deb,2024-05-20,2.8,6
c3e01039-e,f0204deb,2024-03-26,20.4,8
5b11c43a-e,4348c794,2024-04-13,23.4,9
0ae1e4ca-b,f91ce9d9,2024-09-26,57.4,7
33d29e9f-5,f91ce9d9,2024-08-03,11.8,4
2a3968a9-1,f91ce9d9,2024-08-24,32.2,6
8c2a9793-8,1d15f9aa,2024-02-29,29.8,8
4b219092-5,1e235755,2024-01-22,22.6,8
99fd65b3-e,1e235755,2024-05-31,3.6,7
6d62843a-b,19ea7017,2024-03-20,0.0,7
94511b8b-4,19ea7017,2024-11-30,22.8,1
b6f6a4c7-e,19ea7017,2024-01-26,33.0,6
4e33b5ab-f,dec066ab,2024-11-07,23.7,10
dd695836-e,dec066ab,2024-04-18,23.3,8
09645f27-7,cca9ce9d,2024-01-02,12.9,3
392ab464-d,cca9ce9d,2024-11-21,43.4,4
4e297f5e-3,9f14cffd,2024-05-30,48.0,6
586ea7c7-6,9f14cffd,2024-09-21,28.3,7
da528c64-c,9f14cffd,2024-08-09,41.8,5
47519de4-4,39807021,2024-04-15,27.7,7
335d023d-1,37223cad,2024-01-25,38.2,5
63dff55c-8,37223cad,2024-09-22,14.0,7
79893b3c-b,2bc8119e,2024-07-04,53.6,8
282591a1-9,2bc8119e,2024-01-08,41.1,7
f09498c9-d,2bc8119e,2024-12-10,18.3,5
0e01062e-6,6303031b,2024-10-19,32.8,10
aa41d5ad-9,cad47f71,2024-05-28,50.8,6
e0c3bbb0-8,cad47f71,2024-03-18,26.6,8
70222834-6,14a7c1d0,2024-05-20,12.8,7
c0c185fe-c,14a7c1d0,2024-03-30,31.6,9
e086b1e3-2,14a7c1d0,2024-02-07,18.1,5
d9631c7b-f,9574d9c3,2024-10-03,26.6,6
22d75149-9,9574d9c3,2024-11-19,27.9,7
7c51d1bd-1,9d71136e,2024-08-23,28.8,7
6b3993f1-4,83b91ef1,2024-04-25,50.7,8
0a994b3e-8,85b3f61c,2024-02-02,46.9,6
4928a790-4,85b3f61c,2024-09-02,16.5,7
e82b8152-5,85b3f61c,2024-10-19,25.6,5
34d3630f-0,8ccafa4a,2024-06-11,13.1,6
25d3a9f9-c,8ccafa4a,2024-04-27,41.8,10
50145e7a-e,8ccafa4a,2024-04-04,51.7,9
6ab4eec2-3,79f128b6,2024-08-07,22.7,3
62b2a851-b,79f128b6,2024-02-26,4.4,9
9dd88bf7-2,79f128b6,2024-04-14,12.6,6
eb024dcb-6,443e9e8a,2024-03-09,3.5,6
fbd3abf9-9,443e9e8a,2024-11-30,54.4,6
ea245c7e-f,443e9e8a,2024-07-29,15.2,9
a268ede3-b,22ba5f79,2024-05-08,29.6,6
5509ce43-6,22ba5f79,2024-10-09,20.4,6
c4bed95b-6,aba80296,2024-10-17,33.8,5
ffce241f-8,aba80296,2024-03-12,23.1,8
afef7c96-4,932b23a2,2024-11-23,22.4,8
6f0d4e3f-2,932b23a2,2024-12-05,0.5,5
7e14b33e-f,932b23a2,2024-09-29,25.4,5
1a9f93c8-3,afeb27ac,2024-02-13,29.3,7
962b4dbb-a,afeb27ac,2024-01-04,27.4,5
8c6fd2a1-8,afeb27ac,2024-06-30,26.5,10
6981da37-1,368f8a3b,2024-08-13,1.7,5
45b42c69-e,368f8a3b,2024-01-12,25.8,5
ad24aaa8-8,0825f1fe,2024-05-22,4.8,8
a4bde6ca-e,0825f1fe,2024-07-21,43.7,7
a146a4ca-0,5aa2fea9,2024-08-28,33.1,3
6482f267-f,5aa2fea9,2024-08-02,22.4,6
a605cbab-a,976fb697,2024-11-12,11.3,9
8a1356d1-6,976fb697,2024-08-04,43.8,5
a6b673f0-d,976fb697,2024-07-01,40.9,2
8e588c1d-7,100676bd,2024-06-26,28.6,10
f5fadd53-9,100676bd,2024-09-19,29.8,10
e9974490-1,43c536eb,2024-08-02,34.9,7
9df52bbd-8,43c536eb,2024-03-11,6.3,5
d7fdab49-3,43c536eb,2024-02-10,25.2,7
b585a7d9-a,bb23b3c0,2024-05-08,25.9,6
5925f16f-a,bb23b3c0,2024-04-27,53.4,7
a2d59b6c-1,bb23b3c0,2024-08-10,58.5,4
8748b2ed-4,5a342cd6,2024-07-14,37.6,7
1507e93c-7,5a342cd6,2024-07-11,23.2,7
77d25cb8-e,7a17e980,2024-06-20,32.5,8
4f0f2d49-3,7a17e980,2024-09-18,17.0,10
c14a972e-6,0e554cd4,2024-04-09,36.4,5
bc6d4b48-9,0e554cd4,2024-01-05,40.1,8
cc998ba2-c,0e554cd4,2024-07-25,29.7,8
4e663955-e,200474f1,2024-02-20,12.6,6
6938b20b-e,212d3c17,2024-02-01,28.3,7
21fae97e-8,212d3c17,2024-01-31,13.3,5
c519c588-3,2fd3d095,2024-05-31,34.5,10
c0fe6003-2,2fd3d095,2024-05-26,25.1,6
b8088d0a-f,2fd3d095,2024-04-11,14.2,5
3a954d67-4,141b42d3,2024-07-20,20.5,9
c6f25bfe-2,141b42d3,2024-04-17,22.6,4
8f377b50-2,2e876bba,2024-08-15,6.4,6
2310c803-3,2e876bba,2024-12-02,11.2,9
af084c61-e,2e876bba,2024-08-30,11.5,6
12cb17e8-8,fd3eda74,2024-06-24,20.4,6
331d4118-6,fd3eda74,2024-10-30,26.6,3
fbbd3c6b-c,f274d679,2024-09-06,39.6,5
2d939bcf-f,f274d679,2024-02-07,22.8,9
f538aa1f-1,f274d679,2024-02-20,11.9,6
d6358715-c,5d58159d,2024-11-24,27.8,5
18fd8159-5,5d58159d,2024-03-08,23.3,7
db6632d7-d,4b974513,2024-04-11,4.1,8
77091faa-f,6cd9331e,2024-11-06,28.7,8
c244babe-c,6cd9331e,2024-03-10,52.0,4
7582091f-4,98940046,2024-10-03,38.8,9
418f8e65-7,98940046,2024-11-24,36.1,7
ba4dad28-5,98940046,2024-02-05,15.1,4
6d6bb254-6,c7f4ec15,2024-08-19,13.9,4
f7a7e030-9,d7b7855a,2024-03-06,19.5,10
773cb6c6-f,d7b7855a,2024-12-28,12.9,5
9fbaf4b8-b,1c0f3e7f,2024-08-12,35.3,5
248e3142-6,1c0f3e7f,2024-02-12,29.8,7
086ccd45-7,1c0f3e7f,2024-03-19,21.7,8
08733351-0,0936de63,2024-10-20,60.2,5
21a6d573-4,0936de63,2024-12-30,33.8,8
89aac207-9,f2652a85,2024-08-17,3.0,1
900fcef7-9,f2652a85,2024-08-07,30.5,7
0de83d5a-6,f2652a85,2024-11-22,21.4,4
65bd522e-4,09055b32,2024-12-26,54.3,6
f4f3990a-4,09055b32,2024-09-07,9.3,7
cb69ef60-4,09055b32,2024-05-03,0.3,7
b09d7ca8-c,89761d4a,2024-08-09,34.4,5
f7957023-b,89761d4a,2024-05-28,1.3,9
8f520e88-d,5767733f,2024-01-08,5.2,7
a9777e7b-b,5767733f,2024-03-23,25.0,5
2ad02e03-4,ec3fd3a2,2024-07-25,18.4,5
10b3874b-8,1d1bee74,2024-05-09,28.2,8
6bf45678-a,a8305f07,2024-10-15,38.6,3
859d2642-9,044dffac,2024-02-10,35.6,6
8b242f99-e,044dffac,2024-03-15,4.3,6
b620b19a-7,044dffac,2024-12-28,39.6,7
cc417be5-a,b19e1623,2024-01-12,20.1,5
db3e13ce-b,fe8b35e0,2024-04-27,59.5,4
5c03dd95-4,fe8b35e0,2024-06-02,22.9,6
c5bb259e-e,fe8b35e0,2024-11-03,5.8,6
294c6ed6-7,1e1c3168,2024-03-05,36.3,6
486f0fc8-1,1e1c3168,2024-03-14,19.5,4
6bbad2d4-6,8b1eb2df,2024-10-03,36.1,4
09ca5286-2,8b1eb2df,2024-09-06,16.7,10
ab37308c-e,8b1eb2df,2024-04-22,36.8,7
9d940684-b,3602da39,2024-06-26,25.8,10
24f29e60-e,ca31e82b,2024-10-20,27.4,6
2b77f517-d,ca31e82b,2024-01-22,32.6,6
891584d8-e,ca31e82b,2024-02-26,42.6,8
c8b65228-e,e9711766,2024-07-04,9.8,4
e1f8f802-3,d0387a97,2024-07-14,20.0,5
