user_id,created_at,city,acquisition_channel,device,total_orders,total_spent,last_order_date,is_active_30d
983,2024-03-25 02:39:25,Puebla,Facebook Ads,Android,2,911.39,2024-09-25 02:39:25,False
984,2024-07-15 17:06:20,Monterrey,Referido,iOS,2,1962.46,2024-09-09 17:06:20,False
985,2024-12-14 08:40:59,Monterrey,Google Ads,iOS,3,2429.26,2025-09-07 08:40:59,True
986,2024-11-25 04:15:27,Guadalajara,Referido,iOS,2,2697.58,2025-01-06 04:15:27,True
987,2024-02-22 17:29:15,Puebla,Orgánico,Android,2,2194.12,2024-03-07 17:29:15,True
988,2024-05-25 03:39:14,Puebla,Orgánico,Android,1,992.76,2024-08-27 03:39:14,True
989,2024-02-21 02:25:55,Querétaro,Referido,Android,2,782.62,2024-07-15 02:25:55,True
990,2024-09-03 15:24:23,Puebla,Google Ads,Android,1,1384.07,2024-10-04 15:24:23,False
991,2024-12-07 11:57:28,Querétaro,Referido,iOS,0,0.0,2025-01-24 11:57:28,False
992,2024-08-16 14:21:33,Puebla,Orgánico,iOS,1,1403.88,2024-10-31 14:21:33,False
993,2024-01-16 23:25:19,Puebla,Orgánico,iOS,2,2328.07,2024-03-03 23:25:19,True
994,2024-07-08 16:46:07,Puebla,Orgánico,Android,4,1664.39,2024-09-28 16:46:07,True
995,2024-07-27 18:49:49,Guadalajara,Referido,Android,4,5750.72,2025-04-22 18:49:49,False
996,2024-01-26 21:04:58,Guadalajara,Referido,iOS,3,1602.54,2024-11-15 21:04:58,True
997,2024-07-10 06:53:27,Puebla,Orgánico,Android,4,2579.09,2025-03-10 06:53:27,True
998,2024-07-31 16:25:18,Puebla,Google Ads,Android,5,5954.13,2024-10-08 16:25:18,True
999,2024-02-25 12:18:08,Puebla,Orgánico,Android,4,4928.46,2024-11-02 12:18:08,True
1000,2024-11-02 11:45:28,Querétaro,Facebook Ads,Android,6,4334.63,2025-08-05 11:45:28,True
1001,2024-11-01 17:18:49,Querétaro,Orgánico,iOS,5,5870.9,2025-07-11 17:18:49,True
1002,2024-11-28 10:38:15,Puebla,Google Ads,Android,2,2346.38,2025-03-23 10:38:15,False
1003,2024-12-01 15:53:53,Puebla,Google Ads,Android,5,4088.15,2025-03-31 15:53:53,True
1004,2024-10-27 04:28:25,Puebla,Google Ads,Android,4,1441.94,2025-08-22 04:28:25,False
1005,2024-05-17 17:55:45,Puebla,Google Ads,Android,1,251.04,2025-01-01 17:55:45,False
1006,2024-07-19 06:37:04,Monterrey,Facebook Ads,Android,5,5732.76,2024-11-02 06:37:04,False
1007,2024-03-02 12:12:18,Guadalajara,Google Ads,iOS,6,1733.84,2024-12-01 12:12:18,True
1008,2024-02-20 09:43:47,Querétaro,Orgánico,iOS,2,2520.94,2024-08-05 09:43:47,True
1009,2024-12-03 14:25:43,CDMX,Facebook Ads,iOS,4,5322.18,2025-02-19 14:25:43,False
1010,2024-01-17 14:27:36,Puebla,Orgánico,Android,3,2278.35,2024-05-17 14:27:36,True
1011,2024-11-26 05:24:42,Monterrey,Google Ads,Android,3,1366.3,2024-12-07 05:24:42,True
1012,2024-08-20 21:29:34,Monterrey,Facebook Ads,iOS,1,618.69,2025-03-26 21:29:34,True
1013,2024-08-18 22:50:58,Guadalajara,Facebook Ads,iOS,7,3756.03,2024-12-20 22:50:58,False
1014,2024-08-09 01:13:57,CDMX,Google Ads,iOS,1,357.69,2024-12-22 01:13:57,False
1015,2024-08-28 01:07:40,Monterrey,Facebook Ads,Android,4,2774.63,2024-09-07 01:07:40,True
1016,2024-04-19 15:02:46,Querétaro,Google Ads,iOS,6,6400.15,2024-07-19 15:02:46,False
1017,2024-01-13 23:27:17,Guadalajara,Referido,Android,4,3500.43,2024-10-11 23:27:17,False
1018,2024-06-24 06:06:59,Monterrey,Referido,iOS,2,620.91,2025-01-30 06:06:59,True
1019,2024-01-02 18:19:20,Guadalajara,Referido,Android,3,2776.87,2024-05-25 18:19:20,True
1020,2024-06-03 02:24:17,CDMX,Orgánico,iOS,4,4633.09,2024-12-10 02:24:17,True
1021,2024-02-13 02:09:40,CDMX,Orgánico,Android,0,0.0,2024-07-09 02:09:40,False
1022,2024-07-09 13:04:32,Puebla,Referido,Android,2,1837.32,2024-12-24 13:04:32,False
1023,2024-07-21 19:50:21,CDMX,Orgánico,iOS,2,2928.4,2024-11-08 19:50:21,True
1024,2024-10-20 12:04:08,Monterrey,Google Ads,iOS,3,2273.68,2024-12-27 12:04:08,True
1025,2024-04-22 05:09:24,Guadalajara,Facebook Ads,Android,1,1288.71,2024-08-31 05:09:24,True
1026,2024-08-26 22:15:36,Guadalajara,Orgánico,Android,1,856.38,2024-09-10 22:15:36,False
1027,2024-12-07 02:56:10,Guadalajara,Referido,iOS,1,949.85,2025-04-22 02:56:10,True
1028,2024-04-15 23:08:22,Querétaro,Referido,Android,1,268.57,2024-05-11 23:08:22,True
1029,2024-03-17 06:43:07,Puebla,Google Ads,iOS,2,1538.54,2024-11-23 06:43:07,True
1030,2024-11-13 13:29:13,Querétaro,Referido,Android,3,2351.41,2025-01-04 13:29:13,False
1031,2024-04-29 11:19:18,Monterrey,Referido,iOS,3,1015.83,2025-02-01 11:19:18,False
1032,2024-08-19 15:11:27,Querétaro,Facebook Ads,iOS,1,1196.57,2024-10-01 15:11:27,False
1033,2024-04-08 05:24:23,Guadalajara,Orgánico,Android,7,5786.36,2024-08-14 05:24:23,True
1034,2024-10-17 15:12:37,Querétaro,Orgánico,iOS,4,3325.3,2025-02-05 15:12:37,True
1035,2024-09-21 23:51:37,Guadalajara,Google Ads,iOS,4,5230.65,2025-07-02 23:51:37,False
1036,2024-07-23 12:26:43,Querétaro,Referido,Android,2,441.67,2024-10-20 12:26:43,True
1037,2024-08-19 22:43:19,CDMX,Facebook Ads,iOS,3,3264.15,2024-12-25 22:43:19,True
1038,2024-11-02 11:16:50,Monterrey,Facebook Ads,Android,3,3588.75,2025-06-19 11:16:50,False
1039,2024-03-05 07:20:31,CDMX,Facebook Ads,iOS,5,3013.0,2024-03-16 07:20:31,False
1040,2024-11-12 16:16:11,CDMX,Facebook Ads,Android,4,1757.03,2025-05-07 16:16:11,True
1041,2024-10-18 06:43:41,Querétaro,Google Ads,iOS,4,2496.09,2025-01-03 06:43:41,True
1042,2024-07-29 05:54:25,Puebla,Referido,iOS,3,1108.38,2025-03-31 05:54:25,True
1043,2024-08-28 17:19:52,Guadalajara,Referido,Android,3,681.94,2024-11-02 17:19:52,True
1044,2024-06-11 01:05:01,Querétaro,Facebook Ads,iOS,0,0.0,2024-09-24 01:05:01,True
1045,2024-11-15 21:26:44,Guadalajara,Orgánico,Android,3,4161.6,2025-03-06 21:26:44,False
1046,2024-10-15 09:54:14,Guadalajara,Google Ads,Android,2,2832.03,2025-08-08 09:54:14,True
1047,2024-01-11 02:12:51,Puebla,Orgánico,iOS,5,3159.12,2024-05-07 02:12:51,True
1048,2024-06-29 13:09:30,Guadalajara,Facebook Ads,iOS,6,4220.34,2024-11-27 13:09:30,False
1049,2024-04-03 07:09:52,Monterrey,Facebook Ads,Android,4,5878.41,2024-08-27 07:09:52,False
1050,2024-07-14 12:21:43,Guadalajara,Referido,iOS,4,5727.97,2024-09-13 12:21:43,False
1051,2024-11-13 10:10:27,Puebla,Google Ads,Android,3,2972.02,2025-08-13 10:10:27,True
1052,2024-11-01 06:14:04,CDMX,Facebook Ads,iOS,3,1769.72,2025-04-03 06:14:04,True
1053,2024-07-26 12:14:56,Puebla,Orgánico,Android,2,1439.96,2024-11-29 12:14:56,False
1054,2024-02-20 17:08:23,CDMX,Google Ads,iOS,1,1349.65,2024-05-24 17:08:23,True
1055,2024-04-07 00:30:56,Guadalajara,Facebook Ads,iOS,3,3334.28,2024-09-30 00:30:56,False
1056,2024-11-27 00:33:03,Guadalajara,Referido,Android,2,2198.47,2025-07-06 00:33:03,False
1057,2024-10-30 15:31:13,Puebla,Referido,iOS,1,678.73,2024-11-22 15:31:13,False
1058,2024-03-14 00:35:37,Puebla,Referido,iOS,8,6541.13,2024-11-17 00:35:37,True
1059,2024-10-10 15:26:55,Monterrey,Orgánico,Android,3,3965.54,2025-02-22 15:26:55,True
1060,2024-08-10 12:45:55,Guadalajara,Orgánico,Android,1,914.63,2025-02-23 12:45:55,False
1061,2024-11-01 21:17:16,Querétaro,Google Ads,Android,4,1083.97,2025-06-11 21:17:16,False
1062,2024-03-21 03:35:19,Querétaro,Orgánico,iOS,5,2252.4,2024-03-30 03:35:19,True
1063,2024-09-06 21:58:33,Guadalajara,Orgánico,Android,1,1214.06,2025-01-21 21:58:33,True
1064,2024-06-30 08:07:13,CDMX,Facebook Ads,iOS,2,1265.1,2024-12-31 08:07:13,True
1065,2024-01-25 19:33:14,Guadalajara,Referido,Android,4,5433.93,2024-06-26 19:33:14,False
1066,2024-05-11 19:10:05,CDMX,Facebook Ads,Android,3,977.11,2024-10-04 19:10:05,False
1067,2024-09-22 03:00:07,Guadalajara,Referido,iOS,2,502.34,2024-11-01 03:00:07,True
1068,2024-05-21 19:12:33,Puebla,Orgánico,iOS,0,0.0,2024-08-13 19:12:33,True
1069,2024-12-28 02:34:17,Monterrey,Google Ads,iOS,2,1513.71,2025-08-14 02:34:17,True
1070,2024-04-19 18:53:46,Puebla,Google Ads,Android,0,0.0,2024-11-20 18:53:46,True
1071,2024-06-18 05:12:26,Puebla,Referido,iOS,0,0.0,2024-09-28 05:12:26,True
1072,2024-12-24 01:43:04,Monterrey,Referido,Android,4,5414.61,2025-01-07 01:43:04,False
1073,2024-05-30 00:59:09,Monterrey,Google Ads,iOS,6,3373.82,2024-06-17 00:59:09,True
1074,2024-02-20 03:37:16,Querétaro,Orgánico,Android,3,1688.13,2024-08-17 03:37:16,True
1075,2024-09-30 17:01:55,Puebla,Referido,iOS,2,1904.21,2025-04-13 17:01:55,False
1076,2024-08-01 14:09:02,CDMX,Orgánico,Android,1,771.43,2025-04-17 14:09:02,True
1077,2024-09-24 18:35:24,Monterrey,Referido,Android,2,626.11,2025-05-28 18:35:24,True
1078,2024-06-15 22:24:27,Puebla,Facebook Ads,iOS,5,1040.19,2024-08-15 22:24:27,True
1079,2024-03-27 21:03:09,Querétaro,Orgánico,Android,3,4346.91,2024-04-23 21:03:09,False
1080,2024-01-24 15:48:16,Puebla,Google Ads,Android,1,534.92,2024-01-31 15:48:16,True
1081,2024-12-12 16:24:44,Querétaro,Referido,Android,5,4466.6,2025-09-02 16:24:44,False
1082,2024-07-06 08:31:55,Querétaro,Orgánico,Android,4,3936.88,2024-08-01 08:31:55,True
1083,2024-05-23 23:15:37,Guadalajara,Orgánico,Android,3,4462.11,2024-07-08 23:15:37,False
1084,2024-02-26 00:49:35,Querétaro,Google Ads,iOS,3,2099.61,2024-11-27 00:49:35,True
1085,2024-06-18 21:16:49,Querétaro,Referido,iOS,4,3797.74,2024-11-17 21:16:49,True
1086,2024-10-27 15:06:59,CDMX,Google Ads,iOS,3,2567.56,2024-12-09 15:06:59,True
1087,2024-10-07 17:11:44,Puebla,Referido,Android,1,1042.79,2025-05-11 17:11:44,True
1088,2024-05-14 15:20:06,CDMX,Referido,iOS,5,4699.84,2024-09-22 15:20:06,False
1089,2024-07-11 18:24:33,Puebla,Referido,iOS,4,3181.08,2025-03-12 18:24:33,True
1090,2024-04-22 01:24:13,Guadalajara,Referido,Android,5,3262.34,2024-07-03 01:24:13,True
1091,2024-03-04 09:27:02,Guadalajara,Referido,iOS,5,2777.58,2024-06-24 09:27:02,True
1092,2024-03-13 02:33:07,Guadalajara,Referido,Android,1,264.08,2024-12-01 02:33:07,False
1093,2024-05-09 05:42:57,CDMX,Facebook Ads,iOS,2,1676.65,2024-07-17 05:42:57,True
1094,2024-02-14 18:37:03,Monterrey,Referido,Android,2,2934.75,2024-12-07 18:37:03,False
1095,2024-10-30 06:31:18,Puebla,Google Ads,iOS,4,4342.67,2025-03-15 06:31:18,True
1096,2024-09-02 12:33:04,Puebla,Orgánico,iOS,2,2159.87,2024-09-03 12:33:04,False
1097,2024-04-23 10:04:02,Querétaro,Facebook Ads,Android,1,1161.46,2024-06-06 10:04:02,False
1098,2024-08-26 10:55:39,CDMX,Referido,Android,2,2593.91,2024-12-02 10:55:39,True
1099,2024-07-01 16:48:43,Guadalajara,Google Ads,iOS,2,2878.6,2025-04-09 16:48:43,True
1100,2024-04-22 08:31:07,Puebla,Facebook Ads,Android,1,652.17,2024-10-27 08:31:07,True
1101,2024-05-29 00:52:56,Guadalajara,Referido,Android,2,1153.29,2024-09-22 00:52:56,False
1102,2024-07-01 06:19:06,Querétaro,Orgánico,iOS,2,2230.48,2024-10-04 06:19:06,True
1103,2024-01-27 13:13:47,Monterrey,Google Ads,Android,2,2938.79,2024-10-15 13:13:47,True
1104,2024-05-13 05:30:59,Guadalajara,Orgánico,iOS,3,1835.93,2024-11-04 05:30:59,True
1105,2024-08-04 15:50:04,CDMX,Referido,iOS,5,5467.02,2024-08-26 15:50:04,True
1106,2024-06-15 22:20:33,CDMX,Google Ads,iOS,1,1112.03,2024-11-26 22:20:33,True
1107,2024-06-14 17:33:32,Guadalajara,Orgánico,Android,0,0.0,2025-03-14 17:33:32,True
1108,2024-07-08 01:41:45,CDMX,Orgánico,Android,4,2328.37,2025-01-10 01:41:45,False
1109,2024-11-19 10:02:55,Querétaro,Facebook Ads,iOS,5,4962.93,2025-02-23 10:02:55,True
1110,2024-05-09 02:38:46,Puebla,Orgánico,iOS,4,3267.06,2025-03-03 02:38:46,False
1111,2024-10-19 21:36:11,Guadalajara,Google Ads,iOS,5,1332.58,2025-06-19 21:36:11,True
1112,2024-10-19 00:42:21,Guadalajara,Orgánico,Android,2,872.59,2025-01-04 00:42:21,True
1113,2024-02-27 12:07:25,Monterrey,Facebook Ads,Android,2,1606.36,2024-09-17 12:07:25,False
1114,2024-05-23 14:56:04,Guadalajara,Facebook Ads,iOS,4,4834.56,2024-09-17 14:56:04,True
1115,2024-07-08 18:13:27,Querétaro,Facebook Ads,Android,3,3853.87,2025-04-03 18:13:27,True
1116,2024-09-09 05:33:06,Monterrey,Facebook Ads,Android,4,4122.61,2025-02-24 05:33:06,True
1117,2024-03-06 00:08:41,CDMX,Google Ads,Android,1,580.45,2024-08-05 00:08:41,False
1118,2024-08-04 17:43:23,CDMX,Referido,Android,3,1237.08,2024-08-27 17:43:23,True
1119,2024-09-23 20:39:59,CDMX,Orgánico,iOS,1,1340.27,2025-02-14 20:39:59,True
1120,2024-07-04 02:16:26,Guadalajara,Referido,Android,2,2088.85,2024-10-22 02:16:26,True
1121,2024-01-11 15:37:58,CDMX,Orgánico,iOS,3,1038.35,2024-05-02 15:37:58,True
1122,2024-07-02 12:49:31,Guadalajara,Google Ads,iOS,0,0.0,2024-11-08 12:49:31,False
1123,2024-11-28 14:52:39,CDMX,Orgánico,Android,1,700.58,2025-07-17 14:52:39,True
1124,2024-07-12 05:03:11,Puebla,Facebook Ads,iOS,4,4626.79,2024-09-06 05:03:11,False
1125,2024-09-01 05:52:05,Monterrey,Facebook Ads,Android,4,2251.48,2025-06-14 05:52:05,True
1126,2024-03-29 22:37:20,CDMX,Facebook Ads,Android,1,1105.7,2024-05-24 22:37:20,True
1127,2024-11-03 05:47:09,Guadalajara,Orgánico,iOS,4,5073.56,2025-07-11 05:47:09,True
1128,2024-05-13 22:13:47,Guadalajara,Orgánico,iOS,3,4431.68,2024-06-22 22:13:47,True
1129,2024-01-02 13:08:16,Querétaro,Google Ads,Android,2,1341.96,2024-06-22 13:08:16,True
1130,2024-05-18 12:07:30,Guadalajara,Orgánico,Android,3,2264.89,2025-03-08 12:07:30,True
1131,2024-10-11 14:52:46,Querétaro,Orgánico,Android,4,1143.49,2025-04-10 14:52:46,False
1132,2024-09-06 03:00:07,CDMX,Facebook Ads,Android,4,4243.61,2025-05-06 03:00:07,True
1133,2024-10-13 23:43:55,CDMX,Google Ads,Android,3,3156.49,2025-07-16 23:43:55,True
1134,2024-11-10 15:14:03,Querétaro,Orgánico,iOS,0,0.0,2025-08-24 15:14:03,False
1135,2024-11-27 09:42:26,CDMX,Referido,Android,4,4287.98,2025-08-07 09:42:26,False
1136,2024-04-19 22:05:39,Monterrey,Google Ads,Android,5,4578.71,2024-06-12 22:05:39,True
1137,2024-12-23 11:27:43,Puebla,Orgánico,Android,1,1384.46,2025-08-07 11:27:43,False
1138,2024-05-15 18:35:17,CDMX,Referido,iOS,2,2593.69,2024-05-27 18:35:17,True
1139,2024-06-02 12:24:00,Monterrey,Referido,iOS,3,3550.92,2024-10-12 12:24:00,True
1140,2024-04-02 22:51:07,CDMX,Referido,Android,2,879.05,2024-08-22 22:51:07,False
1141,2024-10-22 03:53:02,Monterrey,Orgánico,Android,1,1292.45,2025-06-07 03:53:02,False
1142,2024-08-05 17:31:49,Monterrey,Orgánico,iOS,0,0.0,2025-02-18 17:31:49,True
1143,2024-01-10 17:06:56,CDMX,Google Ads,Android,4,2225.91,2024-06-23 17:06:56,False
1144,2024-03-15 09:26:14,Querétaro,Referido,iOS,0,0.0,2024-06-23 09:26:14,False
1145,2024-01-09 12:10:21,Puebla,Orgánico,iOS,4,2632.9,2024-09-02 12:10:21,True
1146,2024-10-25 07:43:18,Monterrey,Orgánico,iOS,1,1079.05,2025-03-22 07:43:18,True
1147,2024-10-24 08:18:35,CDMX,Referido,Android,4,5026.83,2025-07-28 08:18:35,False
1148,2024-01-10 22:05:44,Guadalajara,Orgánico,Android,5,5858.88,2024-09-30 22:05:44,False
1149,2024-10-03 19:33:02,Querétaro,Referido,iOS,3,4336.09,2025-07-01 19:33:02,True
1150,2024-11-01 14:30:17,Querétaro,Facebook Ads,iOS,0,0.0,2024-11-03 14:30:17,True
1151,2024-05-06 18:35:28,Puebla,Google Ads,iOS,2,1012.0,2024-07-14 18:35:28,True
1152,2024-02-27 11:57:30,Monterrey,Referido,Android,3,3560.01,2024-05-15 11:57:30,True
1153,2024-09-11 12:14:13,CDMX,Referido,iOS,3,1508.23,2025-04-17 12:14:13,True
1154,2024-03-30 22:56:24,Puebla,Google Ads,Android,3,1806.9,2024-12-10 22:56:24,False
1155,2024-08-03 11:31:23,Monterrey,Referido,iOS,4,2643.65,2024-08-18 11:31:23,False
1156,2024-03-10 23:34:37,Guadalajara,Google Ads,Android,3,4093.68,2024-09-29 23:34:37,True
1157,2024-08-08 18:47:46,Puebla,Referido,Android,3,4376.48,2024-12-21 18:47:46,False
1158,2024-05-24 13:22:40,Querétaro,Facebook Ads,iOS,4,2379.42,2024-08-28 13:22:40,True
1159,2024-11-14 15:23:45,Querétaro,Referido,iOS,1,336.06,2025-06-09 15:23:45,True
1160,2024-07-11 20:49:27,Guadalajara,Google Ads,Android,2,738.83,2024-11-14 20:49:27,True
1161,2024-09-06 22:03:16,Puebla,Google Ads,Android,2,833.81,2025-05-06 22:03:16,True
1162,2024-11-09 23:46:54,Querétaro,Orgánico,iOS,6,6104.13,2024-12-14 23:46:54,True
1163,2024-08-18 06:56:22,Monterrey,Facebook Ads,iOS,1,792.24,2025-03-23 06:56:22,True
1164,2024-05-29 22:59:40,Monterrey,Referido,iOS,5,5382.91,2024-11-24 22:59:40,True
1165,2024-10-26 15:34:15,Guadalajara,Referido,iOS,5,6074.55,2025-03-28 15:34:15,False
1166,2024-04-04 22:59:38,Querétaro,Orgánico,Android,4,2413.93,2024-04-19 22:59:38,True
1167,2024-12-24 12:06:23,CDMX,Facebook Ads,Android,6,1724.82,2025-08-21 12:06:23,True
1168,2024-12-24 09:27:17,Puebla,Orgánico,iOS,4,4540.82,2025-03-11 09:27:17,True
1169,2024-03-01 16:11:49,Querétaro,Orgánico,Android,0,0.0,2024-04-04 16:11:49,True
1170,2024-10-19 05:01:32,Monterrey,Google Ads,Android,3,3143.9,2024-12-22 05:01:32,False
1171,2024-01-05 15:45:18,Monterrey,Google Ads,Android,2,443.97,2024-03-14 15:45:18,False
1172,2024-10-07 23:32:43,Guadalajara,Google Ads,Android,4,2178.89,2025-06-15 23:32:43,True
1173,2024-10-05 00:20:17,CDMX,Orgánico,iOS,5,7353.35,2024-10-29 00:20:17,True
1174,2024-05-16 19:57:32,Monterrey,Orgánico,iOS,2,660.4,2024-06-17 19:57:32,False
1175,2024-02-05 20:10:04,Querétaro,Referido,iOS,3,1934.68,2024-07-29 20:10:04,False
1176,2024-11-21 19:41:33,Puebla,Orgánico,Android,3,4446.09,2025-06-10 19:41:33,False
1177,2024-04-25 20:04:13,Guadalajara,Facebook Ads,Android,2,547.23,2024-10-13 20:04:13,True
1178,2024-12-06 12:02:03,Puebla,Referido,Android,3,3887.49,2025-07-21 12:02:03,True
1179,2024-05-05 17:28:59,Puebla,Facebook Ads,iOS,3,2008.74,2024-05-25 17:28:59,False
1180,2024-11-29 01:26:00,CDMX,Facebook Ads,Android,1,670.0,2025-03-28 01:26:00,True
1181,2024-03-18 07:21:13,Guadalajara,Google Ads,Android,6,8115.44,2024-09-24 07:21:13,False
1182,2024-08-01 01:42:21,Querétaro,Orgánico,Android,4,1286.51,2024-12-08 01:42:21,True
1183,2024-03-22 07:18:37,Monterrey,Google Ads,iOS,0,0.0,2024-08-12 07:18:37,True
1184,2024-12-28 04:47:46,Querétaro,Google Ads,iOS,2,1232.04,2025-03-11 04:47:46,False
1185,2024-02-24 14:25:17,Monterrey,Orgánico,Android,5,5955.35,2024-03-23 14:25:17,False
1186,2024-06-27 16:13:17,Puebla,Google Ads,Android,1,225.96,2024-11-02 16:13:17,True
1187,2024-03-22 06:59:53,Querétaro,Orgánico,Android,3,2248.48,2024-05-21 06:59:53,True
1188,2024-08-28 15:49:07,Puebla,Facebook Ads,Android,4,3859.84,2024-10-07 15:49:07,False
1189,2024-03-15 19:12:34,Guadalajara,Orgánico,iOS,2,2557.84,2024-05-02 19:12:34,False
1190,2024-06-16 13:36:43,Monterrey,Google Ads,Android,4,3337.08,2025-03-25 13:36:43,False
1191,2024-10-02 04:20:31,Monterrey,Google Ads,Android,2,2988.68,2025-05-30 04:20:31,False
1192,2024-02-21 10:40:40,CDMX,Orgánico,iOS,5,5671.55,2024-06-19 10:40:40,True
1193,2024-09-21 19:52:36,Puebla,Facebook Ads,iOS,3,1558.69,2024-12-18 19:52:36,True
1194,2024-01-29 02:33:36,Monterrey,Orgánico,Android,6,4131.41,2024-03-28 02:33:36,True
1195,2024-02-28 14:39:15,Monterrey,Referido,Android,2,2422.76,2024-08-25 14:39:15,False
1196,2024-04-25 20:53:36,Querétaro,Google Ads,iOS,1,728.23,2024-08-21 20:53:36,True
1197,2024-12-26 04:43:02,Monterrey,Referido,Android,4,5919.79,2025-07-06 04:43:02,True
1198,2024-10-15 19:06:47,Monterrey,Google Ads,Android,3,4366.76,2025-05-17 19:06:47,True
1199,2024-03-17 22:15:34,CDMX,Facebook Ads,iOS,2,2265.66,2024-05-19 22:15:34,False
1200,2024-08-01 10:32:18,Guadalajara,Referido,iOS,4,2520.76,2024-10-30 10:32:18,False
1201,2024-05-11 23:49:01,Puebla,Referido,iOS,4,1902.82,2024-10-18 23:49:01,True
1202,2024-03-04 00:56:10,Puebla,Orgánico,Android,2,1009.25,2024-05-12 00:56:10,True
1203,2024-03-16 07:05:20,Querétaro,Orgánico,iOS,0,0.0,2025-01-01 07:05:20,True
1204,2024-11-07 21:34:33,Monterrey,Referido,Android,3,3252.98,2025-04-23 21:34:33,False
1205,2024-11-09 09:21:40,CDMX,Referido,iOS,2,2454.22,2025-07-14 09:21:40,True
1206,2024-08-25 10:05:23,Guadalajara,Facebook Ads,iOS,1,1009.31,2025-04-04 10:05:23,True
1207,2024-01-21 14:21:44,Querétaro,Facebook Ads,iOS,4,5725.2,2024-05-22 14:21:44,True
1208,2024-11-10 12:27:05,Puebla,Facebook Ads,Android,5,7087.21,2025-07-16 12:27:05,True
1209,2024-09-14 17:26:02,Puebla,Facebook Ads,Android,5,7189.69,2024-12-08 17:26:02,True
1210,2024-03-02 11:53:39,Querétaro,Referido,Android,1,898.86,2024-08-03 11:53:39,False
1211,2024-04-05 03:11:00,Querétaro,Google Ads,Android,2,2896.95,2024-07-08 03:11:00,False
1212,2024-12-10 15:45:00,Monterrey,Google Ads,Android,0,0.0,2025-05-14 15:45:00,True
1213,2024-07-25 13:46:10,Guadalajara,Referido,iOS,0,0.0,2025-01-28 13:46:10,True
1214,2024-10-07 13:50:33,Guadalajara,Google Ads,iOS,3,2713.86,2025-02-15 13:50:33,True
1215,2024-04-09 21:22:50,Monterrey,Referido,Android,2,2179.53,2024-10-27 21:22:50,False
1216,2024-05-01 23:37:36,Querétaro,Facebook Ads,iOS,3,3128.2,2024-05-14 23:37:36,False
1217,2024-12-05 11:19:51,Puebla,Orgánico,iOS,3,4353.12,2025-03-07 11:19:51,True
1218,2024-04-07 01:11:06,Puebla,Referido,iOS,1,1014.88,2024-04-27 01:11:06,False
1219,2024-01-31 12:02:05,Monterrey,Orgánico,iOS,5,5897.59,2024-03-23 12:02:05,False
1220,2024-07-19 00:02:03,Monterrey,Facebook Ads,Android,2,632.63,2025-02-20 00:02:03,False
1221,2024-10-09 08:22:43,Puebla,Google Ads,Android,3,953.81,2025-01-16 08:22:43,False
1222,2024-02-10 02:13:47,Monterrey,Google Ads,iOS,2,2271.99,2024-03-23 02:13:47,False
1223,2024-11-08 18:12:53,Querétaro,Facebook Ads,Android,2,2451.18,2025-08-05 18:12:53,False
1224,2024-04-07 14:57:52,Guadalajara,Google Ads,Android,2,2255.52,2024-08-14 14:57:52,True
1225,2024-06-11 07:30:37,Monterrey,Orgánico,Android,4,3023.22,2024-08-11 07:30:37,False
1226,2024-12-21 16:45:18,Monterrey,Facebook Ads,Android,3,2573.95,2025-08-20 16:45:18,False
1227,2024-03-25 12:59:56,Guadalajara,Facebook Ads,Android,7,5694.31,2024-11-04 12:59:56,True
1228,2024-11-16 21:26:46,Monterrey,Google Ads,Android,4,3358.03,2025-01-28 21:26:46,False
1229,2024-11-04 20:03:46,Querétaro,Facebook Ads,iOS,4,1355.47,2025-03-03 20:03:46,False
1230,2024-04-07 23:51:44,Guadalajara,Google Ads,Android,3,2396.62,2024-11-25 23:51:44,False
1231,2024-02-27 22:15:01,Querétaro,Orgánico,Android,1,620.09,2024-12-16 22:15:01,True
1232,2024-08-22 10:09:13,CDMX,Facebook Ads,Android,3,4365.52,2024-08-28 10:09:13,True
1233,2024-01-16 21:33:24,Puebla,Google Ads,iOS,2,1590.19,2024-10-09 21:33:24,True
1234,2024-11-21 20:26:24,CDMX,Referido,iOS,3,2233.84,2025-06-18 20:26:24,True
1235,2024-11-27 19:33:05,Querétaro,Referido,iOS,3,3493.78,2025-03-14 19:33:05,True
1236,2024-02-07 11:20:22,Querétaro,Orgánico,iOS,1,457.66,2024-08-24 11:20:22,True
1237,2024-04-12 13:40:29,Monterrey,Referido,iOS,5,2160.38,2024-12-21 13:40:29,True
1238,2024-06-26 14:15:15,CDMX,Google Ads,Android,1,454.77,2025-03-24 14:15:15,False
1239,2024-12-22 22:02:27,Querétaro,Facebook Ads,iOS,5,5565.59,2025-06-17 22:02:27,True
1240,2024-01-13 03:25:54,Querétaro,Facebook Ads,iOS,4,1390.96,2024-08-04 03:25:54,True
1241,2024-07-07 15:11:15,Guadalajara,Referido,Android,0,0.0,2024-11-26 15:11:15,True
1242,2024-04-20 05:43:10,Guadalajara,Referido,iOS,4,2280.31,2024-05-26 05:43:10,True
1243,2024-10-21 18:07:31,Monterrey,Google Ads,Android,3,670.31,2025-03-30 18:07:31,True
1244,2024-01-12 17:54:32,Puebla,Referido,Android,1,1413.15,2024-04-09 17:54:32,False
1245,2024-03-19 19:54:36,Monterrey,Orgánico,iOS,4,5354.85,2024-08-19 19:54:36,False
