tx_id,customer_id,tx_date,amount,category,discount_pct,payment_method
c5b9809b-2,15a3a150,2024-05-29,185.95,fruits,15,card
54937dac-0,15a3a150,2024-04-10,422.95,vegetables,0,card
6e0da401-9,15a3a150,2024-12-29,507.99,fruits,0,card
2718b82a-7,15a3a150,2024-08-20,591.22,fruits,15,card
1257f359-6,15a3a150,2024-06-17,536.8,fruits,0,wallet
ff01b6b9-a,15a3a150,2024-09-19,618.95,premium,10,card
d71975f7-2,15a3a150,2024-05-09,246.51,vegetables,20,transfer
f3dc383a-d,15a3a150,2024-04-14,301.55,fruits,10,transfer
401dc29b-5,15a3a150,2024-07-13,359.31,fruits,5,card
ae908cc1-8,15a3a150,2024-04-20,448.66,vegetables,0,wallet
759cae50-b,15a3a150,2024-12-13,527.0,bulk,0,card
c2c2ea58-0,15a3a150,2024-02-20,348.87,fruits,15,transfer
2f1dc789-4,15a3a150,2024-12-28,294.76,vegetables,0,card
00020c26-7,15a3a150,2024-06-06,131.6,vegetables,0,wallet
3c3d7fdb-9,211a5e46,2024-01-18,483.7,vegetables,0,wallet
9b683470-a,211a5e46,2024-12-17,304.64,organic,0,cash
5cd01419-0,211a5e46,2024-03-09,471.41,premium,10,transfer
2a15998b-7,211a5e46,2024-02-24,373.62,fruits,20,card
e831ca65-6,211a5e46,2024-04-02,139.76,bulk,0,card
a76d14d1-2,211a5e46,2024-11-10,89.58,fruits,10,wallet
f3c260a4-a,211a5e46,2024-11-27,230.77,vegetables,5,card
129af5d4-d,211a5e46,2024-06-03,597.38,vegetables,5,transfer
4f8155da-7,211a5e46,2024-04-04,454.1,fruits,10,wallet
85885b81-6,211a5e46,2024-01-07,518.66,bulk,0,transfer
582b69c8-1,211a5e46,2024-04-26,167.72,fruits,15,card
43dbbb61-4,211a5e46,2024-10-03,136.64,vegetables,0,card
114ac5a0-8,211a5e46,2024-12-12,31.14,vegetables,20,transfer
6b3c75af-9,211a5e46,2024-05-28,70.83,vegetables,0,card
c0578cdd-d,211a5e46,2024-10-01,361.22,vegetables,10,wallet
ad19aa0b-c,211a5e46,2024-03-24,518.52,vegetables,15,cash
658ba585-3,211a5e46,2024-02-26,30.0,fruits,0,cash
ce47d071-7,211a5e46,2024-08-24,432.78,fruits,0,transfer
0c1d1d4c-c,252a6fa9,2024-11-22,216.28,organic,0,cash
9176508d-1,252a6fa9,2024-05-20,306.34,fruits,0,card
1fd2bd7a-e,252a6fa9,2024-09-26,169.07,vegetables,10,transfer
6ee42425-f,252a6fa9,2024-12-06,165.32,fruits,15,transfer
cf96ad72-5,252a6fa9,2024-10-22,314.76,vegetables,0,card
9ef4220b-f,252a6fa9,2024-05-07,333.18,bulk,0,card
0f6069f8-1,252a6fa9,2024-12-11,156.19,bulk,0,card
10704e60-7,252a6fa9,2024-11-16,296.92,vegetables,0,card
deacaabf-1,252a6fa9,2024-05-30,233.88,premium,0,wallet
5e20d834-4,252a6fa9,2024-11-21,304.38,fruits,0,cash
25cb29df-0,252a6fa9,2024-12-19,448.06,bulk,0,cash
79351fbb-f,252a6fa9,2024-08-02,30.0,premium,10,cash
d37e438f-f,252a6fa9,2024-01-12,616.26,premium,5,cash
9eceb3b7-8,252a6fa9,2024-04-26,517.54,vegetables,15,card
e9d98ac5-c,252a6fa9,2024-11-07,451.32,premium,0,card
32350ce3-c,252a6fa9,2024-01-18,267.84,vegetables,0,card
45ae8fa5-3,252a6fa9,2024-11-26,30.0,vegetables,15,card
0bcd73d6-f,252a6fa9,2024-08-01,618.44,fruits,5,cash
4a8ed3c4-f,e7616c0c,2024-10-12,361.06,fruits,0,card
900946fe-2,e7616c0c,2024-02-11,324.83,vegetables,0,transfer
17a67f2a-b,e7616c0c,2024-07-15,460.7,vegetables,5,card
179603df-e,e7616c0c,2024-04-29,489.15,organic,15,card
912c4175-8,e7616c0c,2024-04-13,252.45,fruits,5,transfer
098a972c-5,e7616c0c,2024-04-23,380.92,vegetables,0,transfer
dbfaf436-6,394e7021,2024-08-23,511.36,vegetables,0,card
22ebcc6e-8,394e7021,2024-04-15,262.13,fruits,5,card
cb8b77ff-5,394e7021,2024-01-15,273.5,vegetables,0,card
1ba9661d-7,394e7021,2024-09-21,59.4,fruits,15,transfer
883e267a-2,394e7021,2024-06-03,420.01,vegetables,10,card
cbeed2b5-7,394e7021,2024-02-18,543.43,vegetables,0,card
00a01589-e,394e7021,2024-06-27,306.75,premium,10,card
a7b8b59b-2,394e7021,2024-06-03,454.57,fruits,10,cash
0f025bc9-a,394e7021,2024-10-30,184.88,vegetables,5,transfer
45fffe8b-6,394e7021,2024-03-24,318.42,fruits,0,card
7806108d-7,394e7021,2024-07-27,192.42,bulk,0,card
b214eb2b-7,394e7021,2024-12-24,396.75,premium,0,card
5d108785-e,394e7021,2024-05-29,147.61,vegetables,5,cash
d4640573-3,394e7021,2024-09-21,138.74,vegetables,10,card
66e7344a-1,b19e1623,2024-12-01,597.03,vegetables,0,transfer
128f9b9f-b,b19e1623,2024-06-04,234.97,bulk,10,card
4f2a252f-3,b19e1623,2024-06-05,492.22,vegetables,0,card
8bcbd227-b,b19e1623,2024-11-12,308.32,premium,5,card
dacdedeb-7,b19e1623,2024-08-18,111.09,premium,5,card
9dff13ee-3,b19e1623,2024-11-20,403.6,fruits,20,cash
d27feb83-5,b19e1623,2024-10-25,30.0,fruits,10,transfer
00bb8873-1,b19e1623,2024-03-29,607.23,vegetables,15,transfer
48b6f6e3-b,84f262d5,2024-11-18,514.46,vegetables,0,card
d406ac7b-8,84f262d5,2024-09-21,523.39,vegetables,0,card
e8539357-1,84f262d5,2024-04-29,549.09,vegetables,20,cash
471904dd-e,84f262d5,2024-10-31,593.84,bulk,15,card
9cf641d4-5,84f262d5,2024-05-04,391.52,fruits,0,card
27270eb9-8,84f262d5,2024-11-15,268.72,bulk,10,card
ecb6e219-c,84f262d5,2024-06-26,517.26,bulk,0,cash
359b7cfe-6,84f262d5,2024-05-21,123.33,premium,10,cash
94d38787-7,84f262d5,2024-07-29,484.12,vegetables,10,card
90d63d99-d,84f262d5,2024-02-21,443.86,vegetables,20,card
31c8c550-4,84f262d5,2024-10-05,583.22,fruits,15,cash
b2260d80-7,84f262d5,2024-03-18,312.58,fruits,20,transfer
75060a4c-a,84f262d5,2024-07-17,516.05,fruits,5,transfer
75852083-c,84f262d5,2024-01-24,303.12,bulk,10,wallet
d273c5a0-b,84f262d5,2024-10-12,538.79,vegetables,0,card
5e2ff259-9,84f262d5,2024-09-27,493.87,vegetables,0,card
0014398b-0,84f262d5,2024-03-05,535.49,vegetables,0,card
37b411ce-4,84f262d5,2024-07-21,127.59,fruits,0,transfer
9bb24562-b,84f262d5,2024-03-11,155.32,fruits,10,card
8c6e6d8a-2,b28e49f7,2024-04-10,327.3,premium,10,cash
0ccb7883-e,b28e49f7,2024-05-29,674.74,vegetables,0,transfer
1a2595e0-6,b28e49f7,2024-10-08,184.66,fruits,0,cash
81457f60-2,b28e49f7,2024-08-05,570.32,organic,5,card
65b5570d-c,b28e49f7,2024-04-01,220.6,fruits,0,transfer
7e5aa25a-e,b28e49f7,2024-05-24,565.91,fruits,0,card
520db228-8,b28e49f7,2024-07-07,211.55,vegetables,0,transfer
7a52c831-1,b28e49f7,2024-11-05,715.98,premium,10,cash
7440f84e-6,b28e49f7,2024-05-27,437.49,vegetables,5,card
56ca43f2-c,b28e49f7,2024-02-08,432.89,vegetables,0,cash
6ec73832-8,b28e49f7,2024-12-01,332.01,premium,0,cash
ece8c7b1-d,b28e49f7,2024-01-19,397.88,premium,5,card
9040bfb5-1,b28e49f7,2024-05-07,421.52,bulk,0,cash
e5c36bd0-d,b28e49f7,2024-02-08,113.64,vegetables,0,transfer
76b92664-b,b28e49f7,2024-06-07,605.56,fruits,5,card
45ad9bc5-5,b28e49f7,2024-12-16,719.88,vegetables,5,wallet
1c76c8d7-2,b28e49f7,2024-03-12,379.7,fruits,0,wallet
67d8f4d3-f,b28e49f7,2024-02-22,141.36,bulk,5,card
3b326abe-e,b28e49f7,2024-05-04,332.53,vegetables,5,transfer
c044abad-5,b28e49f7,2024-02-07,180.06,vegetables,5,card
8c77e520-b,fe8b35e0,2024-11-25,365.14,fruits,0,transfer
ba086eeb-c,fe8b35e0,2024-01-07,131.66,vegetables,10,card
7f15f2f8-6,fe8b35e0,2024-03-02,454.25,bulk,0,cash
02d8fc95-5,fe8b35e0,2024-09-05,411.75,vegetables,0,card
c2e7fb06-2,fe8b35e0,2024-06-17,159.48,vegetables,0,cash
407905b4-b,fe8b35e0,2024-04-30,489.31,vegetables,10,cash
72b6a578-5,fe8b35e0,2024-08-14,348.74,premium,0,card
e717679b-d,fe8b35e0,2024-11-01,239.93,fruits,10,wallet
cba06ae8-e,fe8b35e0,2024-11-28,389.31,premium,0,wallet
06bd92c4-1,fe8b35e0,2024-09-23,330.55,fruits,5,transfer
481fdb38-b,fe8b35e0,2024-09-08,30.0,vegetables,5,transfer
bbaffde8-3,fe8b35e0,2024-09-22,394.69,fruits,10,transfer
0262770f-9,fe8b35e0,2024-05-13,751.28,vegetables,10,cash
4fa3413a-b,fe8b35e0,2024-02-17,505.53,fruits,0,wallet
0eb200d6-c,fe8b35e0,2024-03-02,157.64,vegetables,5,card
fc080ee6-3,fe8b35e0,2024-05-03,504.44,organic,5,cash
88d0d203-0,fe8b35e0,2024-07-19,546.62,vegetables,0,transfer
73b0674c-5,fe8b35e0,2024-07-05,241.15,vegetables,10,transfer
dd5430b9-c,1e1c3168,2024-06-07,30.0,vegetables,0,card
e31ac7fa-c,1e1c3168,2024-06-12,464.8,fruits,20,card
72c14757-7,1e1c3168,2024-12-30,482.51,fruits,5,card
c3f146cb-0,1e1c3168,2024-12-04,306.56,organic,0,transfer
630faf64-e,1e1c3168,2024-12-04,507.41,fruits,0,card
eeaa221f-3,1e1c3168,2024-10-23,120.13,fruits,15,card
e1e7de40-a,1e1c3168,2024-04-20,417.57,vegetables,0,transfer
d51d388e-a,1e1c3168,2024-04-10,213.46,fruits,10,transfer
8e7233b6-3,1e1c3168,2024-09-14,342.56,vegetables,5,transfer
bf009540-0,1e1c3168,2024-08-20,255.18,vegetables,0,card
4a17895b-d,1e1c3168,2024-04-21,307.66,premium,0,transfer
ab057754-c,1e1c3168,2024-11-30,505.46,premium,10,card
61b3c969-6,1e1c3168,2024-06-03,234.41,fruits,10,transfer
eb2e8669-3,4b7b6542,2024-01-16,262.38,fruits,15,wallet
63c75175-a,4b7b6542,2024-12-08,149.13,premium,15,card
f3b0e906-c,4b7b6542,2024-07-15,254.07,vegetables,5,card
b55d6531-f,4b7b6542,2024-12-12,360.04,fruits,5,card
7aeb8e93-3,4b7b6542,2024-07-21,502.0,fruits,0,transfer
79e59bb6-1,4b7b6542,2024-05-18,171.87,bulk,15,cash
930491ee-2,4b7b6542,2024-02-26,208.48,fruits,5,card
26a47800-c,4b7b6542,2024-12-18,441.48,fruits,5,card
9c931185-c,4b7b6542,2024-03-16,423.51,fruits,5,transfer
e3aa22f4-4,4b7b6542,2024-01-27,321.28,premium,0,transfer
a5f67bd1-f,4b7b6542,2024-02-29,145.79,vegetables,10,cash
3f4283e3-1,4b7b6542,2024-02-18,478.01,vegetables,10,card
bb042a10-c,4b7b6542,2024-01-23,188.92,fruits,5,card
a77dbcf0-7,4b7b6542,2024-08-08,480.84,bulk,0,transfer
3d5f8c0b-3,4b7b6542,2024-05-31,230.73,fruits,0,cash
4230e1a9-5,4b7b6542,2024-12-09,596.59,vegetables,0,card
10478072-c,4b7b6542,2024-02-15,448.82,vegetables,10,cash
0c80ce9d-e,4b7b6542,2024-01-29,71.68,fruits,0,transfer
e905dba2-f,4b7b6542,2024-11-11,316.87,fruits,0,card
9d0f3089-3,4b7b6542,2024-07-26,665.44,vegetables,10,card
c8cf42f7-8,4b7b6542,2024-06-14,360.2,organic,10,cash
d3a2ded7-a,5809b114,2024-05-11,365.02,bulk,0,cash
be52c072-f,5809b114,2024-04-01,407.56,fruits,5,transfer
a0d6061b-0,5809b114,2024-05-24,252.63,fruits,20,transfer
c946aa28-b,5809b114,2024-07-10,236.91,premium,5,cash
9a620cbd-5,5809b114,2024-01-14,275.06,organic,0,card
4684016c-3,5809b114,2024-07-23,385.26,premium,15,transfer
c53c21b2-2,5809b114,2024-09-22,361.2,vegetables,5,card
370c1638-5,5809b114,2024-06-26,448.77,vegetables,0,cash
98bfb5b2-a,5809b114,2024-05-11,80.15,vegetables,10,cash
f66e95bc-5,5809b114,2024-05-26,137.54,vegetables,0,transfer
8aaa4254-a,5809b114,2024-06-04,296.78,fruits,0,card
ed78d8b5-b,5809b114,2024-12-02,635.15,bulk,15,cash
8ce73f89-6,5809b114,2024-08-10,484.72,fruits,15,card
4bdbda12-5,5809b114,2024-11-07,644.66,vegetables,0,card
1da19f2c-0,5809b114,2024-06-01,554.67,fruits,0,card
a3ed91d2-4,5809b114,2024-04-30,668.05,fruits,10,cash
e76093fa-e,5809b114,2024-07-04,193.31,bulk,5,card
6117825c-4,5809b114,2024-12-24,30.0,fruits,20,cash
5544144e-5,5809b114,2024-08-08,275.68,vegetables,0,wallet
441ce090-4,5809b114,2024-05-31,228.68,vegetables,10,wallet
86d79376-e,5809b114,2024-11-01,375.3,fruits,5,card
ca5a976b-d,5809b114,2024-06-20,515.88,vegetables,10,card
4a417a78-a,3a1eb46d,2024-05-25,288.16,premium,10,wallet
5af1e465-f,3a1eb46d,2024-07-11,446.85,fruits,5,card
72f24a8a-c,3a1eb46d,2024-04-07,424.52,fruits,0,cash
7a43e6ce-b,3a1eb46d,2024-03-09,69.92,vegetables,0,cash
25b42e0b-a,3a1eb46d,2024-04-13,476.42,fruits,0,wallet
30044f11-d,3a1eb46d,2024-02-01,447.32,fruits,15,card
a6159e36-f,3a1eb46d,2024-03-27,385.32,fruits,10,transfer
50e61fac-4,3a1eb46d,2024-04-23,156.58,organic,5,card
f107fc29-3,3a1eb46d,2024-07-29,454.08,fruits,0,card
d94f49c4-d,3a1eb46d,2024-01-09,589.26,fruits,5,cash
fcac4d5b-1,3a1eb46d,2024-07-17,634.28,premium,10,card
482b46e4-2,3a1eb46d,2024-08-17,131.39,fruits,10,card
d6030893-e,3a1eb46d,2024-02-11,350.08,premium,0,transfer
cf71e7a1-7,3a1eb46d,2024-02-15,358.51,vegetables,5,card
1a5b3cb5-0,3a1eb46d,2024-06-17,341.22,fruits,5,cash
f1b2fe07-2,3a1eb46d,2024-03-31,248.59,fruits,5,transfer
40664da2-f,3a1eb46d,2024-06-21,378.54,vegetables,15,card
61b5a733-5,3a1eb46d,2024-01-14,119.61,fruits,10,card
84fd7dd6-4,3a1eb46d,2024-11-01,503.75,bulk,5,transfer
b630f5e5-2,7704ee6a,2024-10-26,552.08,organic,0,cash
aa450fd0-8,7704ee6a,2024-08-19,209.9,vegetables,10,card
aed19040-3,7704ee6a,2024-01-22,367.96,fruits,5,transfer
1d2b49f3-a,7704ee6a,2024-08-19,79.96,fruits,10,card
16968b3d-b,7704ee6a,2024-08-17,423.64,vegetables,0,wallet
a8fc0909-e,7704ee6a,2024-01-14,371.45,organic,0,card
4976bd7e-1,7704ee6a,2024-03-24,279.23,fruits,10,card
dc411b33-8,7704ee6a,2024-06-16,321.78,organic,0,card
48e287e4-2,7704ee6a,2024-01-13,434.38,vegetables,5,card
2d074700-0,53d35723,2024-07-09,612.88,fruits,0,card
01f8aec8-0,53d35723,2024-11-04,270.29,fruits,15,card
6caa4bd3-0,53d35723,2024-02-24,399.21,fruits,0,card
8f3223ea-b,53d35723,2024-03-02,380.59,fruits,0,cash
651f8812-2,53d35723,2024-10-07,665.51,organic,0,cash
3d00ef43-1,53d35723,2024-05-18,30.0,fruits,5,card
f3808bd8-2,53d35723,2024-05-20,712.57,bulk,20,card
80ee8b1d-4,53d35723,2024-03-05,149.89,vegetables,0,card
e354d678-2,53d35723,2024-03-12,259.18,fruits,0,card
5ac5511d-5,53d35723,2024-07-23,215.0,vegetables,0,card
b845bc55-5,53d35723,2024-10-17,238.36,fruits,10,cash
440b8a32-d,53d35723,2024-08-03,522.72,vegetables,15,transfer
ce5e55cb-c,53d35723,2024-01-17,143.07,premium,15,card
5a1f823a-a,53d35723,2024-07-08,455.72,organic,5,card
a5ec9f7a-b,53d35723,2024-06-01,446.32,vegetables,10,transfer
46b96789-8,53d35723,2024-11-04,133.55,premium,0,transfer
958fd11c-6,53d35723,2024-08-16,425.19,bulk,0,card
aff63ae5-b,53d35723,2024-05-25,250.26,fruits,0,cash
41e80f80-8,8b1eb2df,2024-06-09,30.0,premium,10,card
311e0354-a,8b1eb2df,2024-06-30,552.71,fruits,15,card
0141e4ba-6,8b1eb2df,2024-12-27,97.79,fruits,10,cash
5b8b039b-0,8b1eb2df,2024-07-30,293.95,bulk,0,card
aeed2fcd-a,ace4ffff,2024-08-20,195.18,vegetables,0,card
77028533-c,ace4ffff,2024-11-21,299.17,vegetables,0,wallet
852a66a8-b,ace4ffff,2024-06-25,447.24,bulk,0,transfer
fcd45e66-5,ace4ffff,2024-09-19,322.81,vegetables,10,card
7c7ce80c-6,ace4ffff,2024-04-24,167.68,vegetables,5,transfer
65c21b25-9,ace4ffff,2024-09-12,677.71,vegetables,5,transfer
9134e079-3,ace4ffff,2024-11-30,401.57,vegetables,0,card
a2425995-6,ace4ffff,2024-08-17,168.4,bulk,5,card
73ab76c6-2,ace4ffff,2024-08-21,535.74,vegetables,5,card
055d0f26-d,ace4ffff,2024-09-04,451.48,vegetables,0,card
e91631a5-8,ace4ffff,2024-04-18,364.31,fruits,15,card
c7eea531-9,ace4ffff,2024-08-21,363.93,premium,0,cash
a68ab10a-c,ace4ffff,2024-05-20,125.58,bulk,0,card
125d20ea-b,ace4ffff,2024-05-16,30.0,vegetables,15,card
c1a89484-7,ace4ffff,2024-11-20,341.37,vegetables,15,cash
36de3aba-1,ace4ffff,2024-10-10,332.3,vegetables,0,transfer
62a98693-7,ace4ffff,2024-11-19,474.49,fruits,0,card
16b78498-1,ace4ffff,2024-04-13,194.59,fruits,0,transfer
3be09713-8,ace4ffff,2024-11-01,206.59,vegetables,0,card
bce1e0f0-e,ace4ffff,2024-08-07,490.75,vegetables,0,transfer
3ff3a96d-2,3602da39,2024-04-12,521.86,organic,10,transfer
cca6bd2a-1,3602da39,2024-08-11,578.58,vegetables,5,card
9b34888c-a,3602da39,2024-11-04,324.24,fruits,5,card
3ff59aa7-f,3602da39,2024-10-07,181.57,vegetables,0,card
cf7334cd-0,3602da39,2024-09-18,332.31,bulk,5,wallet
2221a5b1-0,3602da39,2024-06-27,316.31,premium,5,transfer
8dc1463d-f,3602da39,2024-07-16,144.8,vegetables,5,transfer
3edeb4ef-0,3602da39,2024-11-16,181.54,bulk,10,card
3b036451-b,3602da39,2024-05-07,150.75,bulk,0,cash
f98d3466-5,3602da39,2024-12-24,242.55,vegetables,10,transfer
cf5bdaab-5,3602da39,2024-06-29,693.0,vegetables,15,card
77ae70e2-3,3602da39,2024-05-12,233.7,premium,5,transfer
1b8f4ec9-1,3602da39,2024-08-18,516.32,fruits,15,transfer
31b47a84-8,3602da39,2024-02-07,469.81,vegetables,0,card
76aa361f-2,3602da39,2024-08-01,253.16,vegetables,15,cash
7376e119-a,3602da39,2024-05-04,243.27,fruits,0,card
d8948115-f,3602da39,2024-06-04,344.37,fruits,5,cash
5d93aaa0-3,3602da39,2024-10-31,560.91,organic,0,wallet
60d90c99-a,3602da39,2024-01-03,263.11,bulk,0,wallet
94dfa1f4-8,3602da39,2024-03-07,426.93,fruits,15,card
79d68bec-d,3602da39,2024-01-21,447.75,organic,5,card
7030e76f-2,3602da39,2024-08-08,317.94,bulk,0,cash
66ae5cd5-c,5558f591,2024-10-04,591.95,bulk,0,transfer
33dd76ba-1,5558f591,2024-10-15,549.67,fruits,10,cash
c6e0e59f-f,5558f591,2024-08-28,478.52,vegetables,0,card
5e6d7013-d,5558f591,2024-03-21,299.44,fruits,15,cash
b9439092-5,5558f591,2024-06-28,55.85,premium,5,transfer
2951cf8b-b,5558f591,2024-07-31,363.36,vegetables,0,card
9387190f-7,5558f591,2024-05-26,594.57,bulk,20,card
cc5e642e-d,5558f591,2024-08-07,647.7,fruits,0,transfer
e8591f40-7,5558f591,2024-11-24,462.25,vegetables,15,wallet
ba62ad36-0,5558f591,2024-05-12,145.15,vegetables,10,transfer
2713ce1b-1,5558f591,2024-07-05,392.23,fruits,0,card
1eed0083-1,5558f591,2024-12-19,653.41,organic,15,card
a5af9bc1-2,ca31e82b,2024-08-19,143.54,fruits,20,card
9dc64a8c-4,ca31e82b,2024-12-20,585.98,vegetables,0,card
80b51093-d,ca31e82b,2024-08-29,331.59,premium,0,card
a157f90a-7,ca31e82b,2024-08-11,333.44,vegetables,10,card
ba84b1b5-c,ca31e82b,2024-04-17,156.89,organic,10,card
946c55de-e,ca31e82b,2024-06-14,583.44,premium,0,cash
d1e85cbe-b,ca31e82b,2024-10-05,91.85,fruits,0,transfer
be8cd92f-0,ca31e82b,2024-07-04,470.35,vegetables,0,card
e28dd604-a,ca31e82b,2024-12-11,217.82,vegetables,0,card
80d6d8ec-f,ca31e82b,2024-03-16,283.65,fruits,0,wallet
0b00c793-c,ca31e82b,2024-04-01,255.06,bulk,0,card
19a5ec31-6,ca31e82b,2024-06-17,338.92,fruits,15,wallet
85541d25-3,ca31e82b,2024-08-19,413.98,premium,10,card
e1dab5da-5,ca31e82b,2024-12-10,214.29,fruits,5,card
e002a74e-1,ca31e82b,2024-03-07,661.24,organic,0,card
967e48fb-8,ca31e82b,2024-08-28,377.79,vegetables,5,cash
a19c7b84-5,ca31e82b,2024-04-12,632.48,fruits,5,card
96fda337-8,ca31e82b,2024-05-28,514.73,vegetables,5,cash
9b81d946-5,e9711766,2024-12-26,860.07,vegetables,10,transfer
c0611e1e-0,e9711766,2024-01-11,581.79,organic,0,transfer
dfdda9ba-6,e9711766,2024-12-22,284.08,premium,0,wallet
faa46ebd-a,e9711766,2024-01-22,218.58,vegetables,10,transfer
1d8e60ed-e,e9711766,2024-07-02,493.86,fruits,5,transfer
f4c3bc44-7,e9711766,2024-10-20,420.19,fruits,10,transfer
debd6f3d-b,e9711766,2024-08-08,522.29,vegetables,10,card
89c5ef4b-a,e9711766,2024-03-05,274.27,fruits,5,card
62f4841d-a,e9711766,2024-05-26,331.69,fruits,0,card
16a7acb4-9,e9711766,2024-07-16,580.95,fruits,0,wallet
7af14e22-7,e9711766,2024-01-29,325.46,fruits,0,card
21b65a72-a,e9711766,2024-06-28,378.69,vegetables,5,card
e8f43eef-9,e9711766,2024-06-17,401.58,organic,0,transfer
15e0a5d3-6,e9711766,2024-12-25,391.0,organic,10,card
09331c08-6,e9711766,2024-07-23,272.29,premium,0,card
174650c4-c,e9711766,2024-04-27,132.1,premium,10,card
f04f5664-0,e9711766,2024-01-13,895.59,vegetables,0,card
4a5a188b-a,e9711766,2024-10-16,376.81,vegetables,10,cash
3cc0b476-d,e9711766,2024-04-22,651.77,vegetables,15,transfer
6e83bc2e-2,e9711766,2024-05-03,295.02,fruits,5,cash
8814c5d1-4,d0387a97,2024-02-13,457.26,vegetables,5,card
c8b580ad-b,d0387a97,2024-07-11,482.99,fruits,5,transfer
ab326448-8,d0387a97,2024-07-22,479.71,fruits,0,card
497d7342-8,d0387a97,2024-05-28,141.38,fruits,10,transfer
eb68075b-f,d0387a97,2024-09-23,92.29,vegetables,5,cash
6dfbb539-2,43ddf61e,2024-09-16,375.42,premium,15,wallet
e1f92163-8,43ddf61e,2024-09-13,270.75,premium,15,transfer
8f2c5a27-a,6f84d852,2024-06-14,520.84,fruits,10,cash
6a7c00a7-0,6f84d852,2024-09-30,325.5,organic,0,card
85814218-b,6f84d852,2024-02-29,313.78,vegetables,0,transfer
1a2d8a96-0,6f84d852,2024-11-25,496.28,fruits,0,cash
c4a853ee-e,6f84d852,2024-05-24,600.98,premium,0,wallet
ec79ae52-6,6f84d852,2024-12-06,184.1,fruits,10,card
e87d57c9-d,6f84d852,2024-01-03,465.01,fruits,0,wallet
4f13a5f9-a,6f84d852,2024-12-13,177.25,fruits,0,card
64967ce2-8,4a35f5e9,2024-02-05,373.09,vegetables,10,card
6cf1d907-2,4a35f5e9,2024-01-15,583.02,fruits,5,card
b4168940-7,4a35f5e9,2024-03-12,607.22,fruits,15,cash
5b2f9a07-4,4a35f5e9,2024-07-12,30.0,fruits,0,cash
8a049309-4,4a35f5e9,2024-03-31,377.64,vegetables,10,cash
6e37913b-b,4a35f5e9,2024-06-09,490.08,vegetables,5,cash
b49ce6fd-5,4a35f5e9,2024-05-10,705.11,organic,5,transfer
75630896-d,4a35f5e9,2024-11-03,659.03,organic,20,card
837b26e4-0,4a35f5e9,2024-04-20,370.39,organic,0,card
992d1789-c,4a35f5e9,2024-05-24,370.69,organic,0,transfer
1b8afec2-b,1d643758,2024-04-10,515.01,bulk,5,cash
3dea2310-f,1d643758,2024-10-10,278.76,bulk,10,card
665ea389-3,1d643758,2024-06-09,493.91,vegetables,0,card
e2309c6a-9,1d643758,2024-01-07,420.26,premium,0,transfer
290d8084-5,1d643758,2024-08-07,623.92,organic,0,card
ed782f8b-0,86cd958a,2024-12-03,415.02,bulk,0,card
b046d57d-d,86cd958a,2024-04-09,394.71,organic,15,cash
671aea6c-f,86cd958a,2024-04-26,331.11,fruits,0,wallet
57b7faf2-0,86cd958a,2024-07-30,625.95,vegetables,20,card
c3cb72e6-4,86cd958a,2024-11-21,455.18,vegetables,10,card
623ba109-0,86cd958a,2024-08-15,266.15,fruits,15,card
be0c2298-b,86cd958a,2024-03-07,613.71,fruits,0,transfer
a3566744-4,86cd958a,2024-07-07,325.09,vegetables,5,transfer
307a4c98-e,86cd958a,2024-12-10,224.77,fruits,0,card
990e7d71-e,86cd958a,2024-11-05,34.85,organic,5,card
6224b1a1-6,86cd958a,2024-04-13,96.5,fruits,10,wallet
02dcdb34-3,86cd958a,2024-06-07,573.47,vegetables,10,wallet
fb983dcc-e,86cd958a,2024-06-07,632.35,vegetables,10,card
bf93491a-9,86cd958a,2024-09-18,460.5,premium,5,card
1a469019-f,86cd958a,2024-02-01,399.19,fruits,0,transfer
1e400b17-e,86cd958a,2024-04-10,271.19,fruits,10,card
d7e231b7-d,86cd958a,2024-11-08,359.3,vegetables,0,card
753fe49c-2,86cd958a,2024-07-10,414.83,organic,5,card
6bd85a34-1,86cd958a,2024-03-26,379.63,vegetables,5,transfer
39d7c675-c,86cd958a,2024-11-27,461.95,organic,5,transfer
958a7153-f,86cd958a,2024-09-25,664.17,vegetables,5,card
93559293-c,caa8169d,2024-12-21,253.48,bulk,20,cash
c5ebe695-a,caa8169d,2024-01-14,241.65,fruits,0,card
fda6e527-6,caa8169d,2024-03-18,182.31,fruits,0,card
4575b3a4-2,caa8169d,2024-11-27,315.94,fruits,5,card
56ac9dd0-0,caa8169d,2024-08-10,204.68,premium,0,wallet
b34abb4d-a,caa8169d,2024-01-24,386.08,vegetables,5,transfer
7f5e1753-5,caa8169d,2024-11-05,163.08,fruits,0,wallet
24a34a76-5,caa8169d,2024-04-29,553.24,organic,10,card
e0e61b18-7,caa8169d,2024-05-10,673.13,fruits,0,cash
750fbdfe-1,caa8169d,2024-08-04,629.19,fruits,10,card
84bd1ab2-e,caa8169d,2024-01-18,437.61,bulk,15,card
a92a0c2b-8,caa8169d,2024-06-30,337.62,fruits,5,card
ab08d03d-5,caa8169d,2024-11-08,591.12,fruits,20,wallet
57a712f0-f,caa8169d,2024-06-03,333.0,fruits,0,card
aa6344c0-7,caa8169d,2024-09-06,749.28,fruits,0,card
76645a68-6,caa8169d,2024-06-02,272.21,fruits,5,wallet
9222a892-0,caa8169d,2024-01-31,298.9,vegetables,0,wallet
